GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_noDrug	EV_DMSO_noDrug
Rv3611	Rv3611	hypothetical arginine and proline rich protein	PBS_RIF_DDmtb:22%; nutrient_limitation:11%	0.3389	0.00310984915358715	168.73	172	153	167	193	160	138.67	110.74
F6	Rvnc0003	putative small regulatory RNA	low_iron:21%	0.4553	0.0191936119879954	159.3	110	88	91	295	273	272.43	200.18
Rv0697	Rv0697	dehydrogenase	acidic:18%; hypoxia_late:11%	0.3453	0.00355610776704331	170.79	155	166	177	191	166	64.22	50.85
Rv2709	Rv2709	transmembrane protein	PBS_RIF_DDmtb:8%	0.3335	0.00239941618342291	173.77	170	174	193	179	154	292.44	234.65
Rv2348c	Rv2348c	hypothetical protein	human_sputum:16%; acidic:14%; ctl_exponential:11%	0.3292	0.00217573893510883	173.99	177	168	186	207	136	1835.3	1478.42
nuoE	Rv3149	NADH-quinone oxidoreductase subunit E	high_iron:15%; butyrate_plus_glucose:12%	0.3191	0.00155568238948012	176.43	188	172	189	211	128	762.79	618.65
Rv2216	Rv2216	epimerase family protein	zinc_limitation:8%	0.3345	0.00296064770802364	174.77	173	169	172	220	144	613.47	491.99
pyrC	Rv1381	dihydroorotase	hypoxia_late:20%; zinc_limitation:12%	0.3386	0.00319426840570302	176.36	171	183	173	212	146	114.43	91.36
purF	Rv0808	amidophosphoribosyltransferase	low_iron:8%	0.3197	0.0024173036933603	183.92	187	179	192	227	140	328.88	266.42
Rv3300c	Rv3300c	hypothetical protein	hypoxia_late:13%	0.312	0.00189968939200019	185.46	201	184	205	190	150	149.7	121.8
pcnA	Rv3907c	poly(A) polymerase PcnA	hypoxia_late:15%	0.307	0.00120962387605785	185.69	204	190	213	198	130	187.39	153.11
argB	Rv1654	acetylglutamate kinase	microaerophilic:13%; hypoxia_hypoxic:11%; hypoxia_late:10%; zinc_limitation:10%	0.3356	0.00372669449652793	184.3	182	186	178	219	159	162.64	130.21
ackA	Rv0409	acetate kinase	zinc_limitation:8%	0.3088	0.00145839408429129	186.96	208	191	206	204	132	174.38	142.27
tcrY	Rv3764c	two component sensor kinase TcrY	acidic_tyloxopol:9%	0.3471	0.0059275858979169	178.96	159	171	165	237	168	431.92	343.12
atpC	Rv1311	ATP synthase subunit epsilon	ctl_exponential:15%; INDIGO_exponential:12%	0.3063	0.00117800220797156	188.51	203	187	209	225	127	1912.6	1565.8
deoD	Rv3307	purine nucleoside phosphorylase	hypoxia_late:12%	0.3451	0.0055350880453922	183.37	167	180	170	235	169	399.97	318.19
Rv2668	Rv2668	hypothetical protein	hypoxia_late:20%; butyrate:11%	0.3764	0.0131770761725994	178.44	136	149	149	247	225	86.48	67.25
pyrF	Rv1385	orotidine 5'-phosphate decarboxylase	hypoxia_late:20%	0.3591	0.00844393252052377	184.15	149	189	157	258	177	201.46	158.61
Rv2054	Rv2054	hypothetical protein	human_sputum:10%	0.3071	0.00150513982878275	191.53	205	198	211	215	135	342.87	280.33
Rv1269c	Rv1269c	hypothetical protein	acidic_tyloxopol:14%; human_sputum:11%; butyrate:10%	0.3613	0.0128229880934462	178.93	153	134	146	241	235	124.21	97.52
bioD	Rv1570	ATP-dependent dethiobiotin synthetase BioD	hypoxia_late:27%	0.3511	0.00731687749783829	188.77	164	195	171	244	175	183.12	145.04
dapD	Rv1201c	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	tyloxopol:13%; high_iron:11%	0.3228	0.00381394792753026	189.74	186	181	190	238	158	647.37	523.41
fbpB	Rv1886c	diacylglycerol acyltransferase/mycolyltransferase Ag85B	tyloxopol:11%	0.3168	0.00319520231743425	190.67	191	182	197	230	157	1146.34	931.13
Rv0613c	Rv0613c	hypothetical protein	hypoxia_late:13%	0.3551	0.0104348604250085	188.62	145	178	155	274	204	393.48	310.59
Rv2609c	Rv2609c	membrane protein	hypoxia_late:10%	0.3036	0.00193428513431634	197.42	214	196	207	236	141	340.17	278.75
Rv2910c	Rv2910c	hypothetical protein	hypoxia_late:15%; human_sputum:15%; PBS_RIF_DDmtb:13%; ctl_stationary:12%	0.4661	0.0293043186271281	202.17	112	188	111	347	311	77.33	56.34
cobT	Rv2207	nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase	hypoxia_late:16%	0.3517	0.00976286027126349	196.31	158	194	166	278	196	312.57	247.33
Rv2449c	Rv2449c	trans-acting enoyl reductase	hypoxia_late:8%	0.2968	0.00202581354153271	201.48	217	201	218	229	148	190.11	156.42
Rv2474c	Rv2474c	hypothetical protein	butyrate_plus_glucose:9%	0.296	0.00191910952151474	203.13	216	204	227	218	155	237.69	195.68
atpE	Rv1305	ATP synthase subunit C	ctl_exponential:17%; INDIGO_exponential:11%; tyloxopol:10%	0.3108	0.00421294803700244	203.07	200	197	202	254	167	4300.68	3508.63
MT3974.1	MT3974.1	hypothetical protein	human_sputum:12%	0.3224	0.00725766305452845	203.99	195	193	199	242	193	210.4	170.15
PE_PGRS24	Rv1325c	PE-PGRS family protein PE_PGRS24	hypoxia_late:24%; microaerophilic:18%	0.4502	0.0339509773160525	213.68	101	163	105	267	561	89.74	65.96
Rv0517	Rv0517	acyltransferase	hypoxia_late:12%	0.2848	0.00185843789194633	213.26	228	219	241	221	162	125.3	103.9
ctpI	Rv0107c	cation-transporter ATPase I	zinc_limitation:13%; hypoxia_late:10%	0.3057	0.00463227838730909	209.24	206	200	212	261	172	181.31	148.2
Rv0459	Rv0459	hypothetical protein	acidic:14%; cholesterol:13%	0.3116	0.00650522146690587	210.62	210	192	208	245	200	172.56	140.45
rtcB	Rv2631	RNA-splicing ligase RtcB	microaerophilic:24%	0.2856	0.00186971023285642	216.13	226	231	246	228	156	137.84	114.34
Rv3230c	Rv3230c	stearoyl-CoA 9-desaturase electron transfer protein	zinc_limitation:19%; PBS_RIF_DDmtb:11%	0.3267	0.00932575681452908	212.52	180	210	198	280	201	413.97	333.7
nuoJ	Rv3154	NADH-quinone oxidoreductase subunit J	high_iron:15%; butyrate_plus_glucose:13%; tyloxopol:11%	0.2897	0.00255677305214577	214.35	223	213	228	264	152	542.04	448.62
idi	Rv1745c	isopentenyl-diphosphate delta-isomerase	ctl_exponential:8%	0.3099	0.0069129939342475	212.78	202	208	214	263	181	239.69	195.4
MTS1082	MTS1082	putative small regulatory RNA	hypoxia_rar:14%; ctl_exponential:13%; acidic:10%	0.3218	0.00819608765672086	213.61	194	218	203	265	192	948.02	767.75
narJ	Rv1163	nitrate reductase subunit delta	acidic_tyloxopol:11%; microaerophilic:10%	0.3077	0.00721264807171513	218.49	209	217	215	272	184	243.06	198.51
Rv3431c	Rv3431c	transposase	acidic:13%	0.3037	0.00672601931250189	219.11	207	202	225	259	205	109.13	89.2
Rv1680	Rv1680	hypothetical protein	hypoxia_late:11%	0.2941	0.00505937370227513	220.94	221	212	235	249	190	120	98.87
lprK	Rv0173	Mce family lipoprotein LprK	butyrate_plus_glucose:16%	0.3039	0.00748275198667803	222.09	211	220	217	283	185	587.95	481.65
PE_PGRS42	Rv2487c	PE-PGRS family protein PE_PGRS42	hypoxia_late:60%	0.3402	0.017864023736561	219.39	161	199	204	281	263	25.38	20.08
Rv0628c	Rv0628c	hypothetical protein	hypoxia_fatty_acids:11%; hypoxia_late:11%; ctl_stationary:10%	0.2925	0.00544382443543386	227.03	222	232	234	277	176	167.15	137.93
Rv0257	Rv0257	hypothetical protein	acidic_tyloxopol:9%	0.2991	0.00728382799037719	224.5	218	214	220	275	199	336.14	276.15
PPE52	Rv3144c	PPE family protein PPE52	hypoxia_late:11%	0.2997	0.00763978912564052	227.82	215	225	223	297	186	382.1	313.91
ilvC	Rv3001c	ketol-acid reductoisomerase	acidic:9%	0.2813	0.00454945618563691	233.51	227	235	253	286	174	638.98	532.17
pra	Rv1078	hypothetical protein	tyloxopol:10%; ctl_exponential:10%	0.295	0.00847867674968131	232.74	219	223	222	304	202	1459.98	1203.63
nadB	Rv1595	L-aspartate oxidase	microaerophilic:16%; low_iron:12%	0.3104	0.0145568475666736	233.24	199	211	210	307	247	1734.85	1414.21
Rv2633c	Rv2633c	hypothetical protein	acidic_tyloxopol:21%; butyrate:12%; acidic:11%	0.3271	0.018018319575012	235.11	196	228	201	309	250	150.26	121.03
Rv2262c	Rv2262c	conserved hypothetical protein	hypoxia_late:31%	0.3041	0.0123272407362982	232.1	212	209	230	268	244	59.32	48.45
Rv3762c	Rv3762c	hydrolase	hypoxia_late:13%	0.2718	0.00261091780837307	241.14	260	242	273	269	170	129.08	108.05
cobN	Rv2062c	cobalamin biosynthesis protein CobN	hypoxia_late:16%	0.2828	0.00612625535305586	236.68	232	236	244	299	180	136.23	113.13
carB	Rv1384	carbamoyl-phosphate synthase large subunit	hypoxia_late:13%; zinc_limitation:12%	0.2722	0.00305287580335399	240.61	256	245	257	290	165	130.63	109.31
Rv3365c	Rv3365c	hypothetical protein	hypoxia_late:8%	0.2753	0.00419480888130606	239.51	249	238	252	294	173	188.62	157.56
Rv2459	Rv2459	MFS-type transporter	acidic_tyloxopol:8%	0.2726	0.00302857260960771	244	248	250	281	279	171	178.69	149.6
esxW	Rv3620c	ESAT-6 like protein EsxW	hypoxia_rar:10%	0.2819	0.00601995362494836	239.96	225	239	255	301	187	1420.3	1182.42
Rv0142	Rv0142	hypothetical protein	hypoxia_late:21%	0.3072	0.0144875254833183	241.36	213	234	219	320	228	141.99	115.87
fadE24	Rv3139	acyl-CoA dehydrogenase FadE24	low_iron:25%	0.2729	0.00438221862229181	249.85	243	252	290	282	189	169.77	142
mce4B	Rv3498c	Mce family protein Mce4B	tyloxopol:8%	0.2736	0.00530876603401436	248.37	257	246	256	298	191	261.29	218.57
esxJ	Rv1038c	ESAT-6 like protein EsxJ	hypoxia_rar:10%	0.2774	0.00660332953916191	250.47	234	251	268	308	198	1487.76	1242.47
pmmB	Rv3308	phosphomannomutase PmmB	hypoxia_late:21%; human_sputum:12%	0.285	0.00955519610569277	248.93	231	247	245	313	214	104.45	86.53
metA	Rv3341	homoserine O-acetyltransferase	acidic_tyloxopol:22%; microaerophilic:11%	0.2722	0.00451143243003548	251.26	263	255	278	270	195	119.6	100.09
Rv2966c	Rv2966c	methyltransferase	hypoxia_late:18%; human_sputum:11%	0.2874	0.0114999149172051	244.56	237	229	238	296	226	150.5	124.65
serA1	Rv2996c	D-3-phosphoglycerate dehydrogenase	zinc_limitation:11%	0.2823	0.0106086420416099	253.16	236	248	243	331	215	423.68	352.31
echA8	Rv1070c	enoyl-CoA hydratase EchA8	hypoxia_late:10%	0.2662	0.00393565421258838	258.09	280	261	282	293	183	290.71	244.54
Rv3196A	Rv3196A	hypothetical protein	acidic:14%; ctl_exponential:12%	0.2834	0.0122396225022023	251.08	242	224	239	314	241	436.05	362.24
MT0608	MT0608	hypothetical protein	microaerophilic:8%	0.2754	0.00812569066933229	254.29	253	249	258	306	210	297.55	248.55
PE_PGRS26	Rv1441c	PE-PGRS family protein PE_PGRS26	hypoxia_late:26%; human_sputum:11%	0.4346	0.112004971824361	267.53	122	206	115	379	686	155.56	115.58
fadE27	Rv3505	acyl-CoA dehydrogenase FadE27	hypoxia_fatty_acids:14%; hypoxia_late:14%	0.2849	0.0122604857398121	256.5	239	253	261	289	242	70.15	58.14
pca	Rv2967c	pyruvate carboxylase	hypoxia_late:14%	0.2648	0.00435205289428378	260.27	277	259	287	310	179	141.45	118.99
PE_PGRS36	Rv2098c	PE-PGRS family protein	hypoxia_late:52%	0.3435	0.0624686302122444	251.52	179	185	191	374	367	25.3	19.89
TB18.6	Rv2140c	hypothetical protein	acidic_tyloxopol:8%	0.2779	0.0115052401830711	255.03	258	233	248	302	237	158.53	132.16
Rv2337c	Rv2337c	hypothetical protein	hypoxia_late:10%; ctl_stationary:10%	0.2718	0.00785560377169203	260.55	266	256	267	305	213	124.37	104.05
Rv1231c	Rv1231c	membrane protein	hypoxia_late:10%	0.2764	0.0113457853351551	258.89	251	243	263	311	230	185.33	154.63
esxM	Rv1792	esat-6 like protein esxM	hypoxia_rar:10%	0.2723	0.00851447892792902	263.79	246	262	284	325	209	1683.42	1410.93
atpA	Rv1308	ATP synthase subunit alpha	ctl_exponential:12%; INDIGO_exponential:11%	0.2741	0.0113322520411118	263.31	250	257	260	317	236	1875.84	1569.95
Rv0336	Rv0336	hypothetical protein	zinc_limitation:11%	0.2618	0.00531543097149518	271.94	290	269	297	319	194	233.42	196.88
aceAb	Rv1916	isocitrate lyase AceAb	acidic_tyloxopol:9%	0.2575	0.00374196557567876	279.43	300	288	330	292	197	153.46	129.82
lpdA	Rv3303c	NAD(P)H quinone reductase LpdA	hypoxia_late:10%	0.2652	0.00686630442967319	273.1	279	272	298	315	208	169.09	142.24
atpD	Rv1310	ATP synthase subunit beta	INDIGO_exponential:13%; ctl_exponential:12%; microaerophilic:10%	0.2773	0.0148296200804915	271.23	244	268	265	329	254	1333.91	1113.98
cysA1	Rv2397c	sulfate ABC transporter ATP-binding protein CysA	nutrient_limitation:34%; PBS_RIF_DDmtb:12%	0.2796	0.0182057458100755	272.56	241	273	259	359	239	220.74	183.79
recC	Rv0631c	exonuclease V subunit gamma RecC	hypoxia_late:47%	0.2605	0.00721921875581281	281.29	275	286	345	291	217	34.78	29.22
narX	Rv1736c	nitrate reductase-like protein NarX	cholesterol:18%; ctl_stationary:16%; hypoxia_hypoxic:14%	0.2793	0.0173717018108014	285.78	282	301	308	324	220	100.21	83.5
atpF	Rv1306	ATP synthase subunit B	ctl_exponential:13%; INDIGO_exponential:13%	0.2698	0.0157139280096801	277.51	267	263	271	342	249	3769.78	3163.75
atsB	Rv3299c	arylsulfatase AtsB	hypoxia_late:10%	0.2542	0.00571138762256719	289.55	307	293	327	328	203	204.47	173.4
Rv1950c	Rv1950c	hypothetical protein	hypoxia_late:10%	0.3453	0.13715768635345	272.52	198	142	160	497	467	114.35	90.69
devB	Rv1445c	6-phosphogluconolactonase	butyrate_plus_glucose:10%	0.2714	0.0167401008743265	283.57	274	276	275	345	252	188.45	157.65
mce4C	Rv3497c	Mce family protein Mce4C	butyrate_plus_glucose:8%	0.2624	0.0112087825570146	284.62	294	279	300	338	219	260.84	219.88
fbiB	Rv3262	coenzyme F420:L-glutamate ligase	hypoxia_late:17%	0.2884	0.0321955493909207	287.56	230	289	242	405	287	237.42	196.36
Rv1581c	Rv1581c	phage protein	hypoxia_late:15%; ctl_stationary:10%	0.3701	0.147156804592643	290.96	178	207	175	512	471	52.15	40.61
pepR	Rv2782c	zinc protease	high_iron:10%	0.2851	0.0353566087664111	286.99	229	266	249	410	297	527.09	437.17
hsdS	Rv2761c	type I restriction/modification system specificity determinant HsdS	ctl_stationary:9%	0.261	0.0110346616092214	287.36	299	284	306	326	227	139.23	117.34
sthA	Rv2713	pyridine nucleotide transhydrogenase	PBS_RIF_DDmtb:18%	0.2692	0.0114083368685136	291.86	278	329	307	332	221	181.42	152.24
PE_PGRS41	Rv2396	acid and phagosome regulated protein AprC	nutrient_limitation:19%; acidic:15%	0.3391	0.110213153180448	291.83	162	230	184	378	601	874.56	697.58
Rv1382	Rv1382	hypothetical protein	hypoxia_late:17%; zinc_limitation:11%	0.2906	0.0585050122812789	285.17	238	226	233	399	351	104.46	86.16
esxP	Rv2347c	ESAT-6 like protein EsxP	hypoxia_hypoxic:11%; hypoxia_rar:11%	0.2633	0.0124366362081373	290.97	271	294	314	352	231	2003.37	1689.76
Rv0397A	Rv0397A	hypothetical protein	acidic:19%	0.2634	0.016621241950966	287.53	301	264	295	321	259	393.56	331.86
Rv0528	Rv0528	transmembrane protein	high_iron:13%; hypoxia_late:10%	0.2727	0.0241673076469099	291.76	252	281	276	389	270	317.55	265.68
gdh	Rv2476c	NAD-dependent glutamate dehydrogenase	zinc_limitation:10%	0.2624	0.0156413771108069	289.18	288	278	292	344	248	399.44	336.86
Rv3041c	Rv3041c	ABC transporter ATP-binding protein	hypoxia_late:10%	0.2551	0.00913128985410074	294.06	315	299	329	312	222	146.11	123.8
metB	Rv1079	cystathionine gamma-synthase	PBS_RIF_DDmtb:10%	0.256	0.00983921900759989	295.27	306	302	315	346	216	594.96	504.18
pepA	Rv0125	serine protease PepA	hypoxia_rar:9%	0.2515	0.00767565427920522	299.12	316	308	336	341	206	424.06	360.45
nagA	Rv3332	N-acetylglucosamine-6-phosphate deacetylase NagA	hypoxia_late:27%	0.2593	0.0137274501552753	295.94	304	295	312	333	240	119.56	100.93
MT2558	MT2558	hypothetical protein	microaerophilic:13%; ctl_stationary:11%; acidic:11%; butyrate:11%	0.3729	0.262913324446723	291.55	197	117	129	582	627	68.75	53.27
Rv1227c	Rv1227c	transmembrane protein	PBS_RIF_DDmtb:22%; microaerophilic:14%; hypoxia_late:11%	0.279	0.0470558639430833	293.63	265	244	269	367	332	102.12	85.08
PE_PGRS37	Rv2126c	PE-PGRS family protein PE_PGRS37	hypoxia_late:35%	0.3064	0.0846348225676937	297.74	224	241	232	436	387	50.32	41.01
PE_PGRS32	Rv1803c	PE-PGRS family protein PE_PGRS32	hypoxia_late:34%	0.2815	0.0423109219211695	297.56	291	271	303	350	276	48.15	39.95
Rv2228c	Rv2228c	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	hypoxia_late:15%	0.2494	0.00664494945366595	305	324	325	353	322	212	187.19	159.29
Rv1226c	Rv1226c	transmembrane protein	PBS_RIF_DDmtb:22%; microaerophilic:18%; hypoxia_late:17%	0.2626	0.0164849983968371	296.51	296	292	318	323	256	63.54	53.44
Rv1132	Rv1132	hypothetical protein	PBS_RIF_DDmtb:13%	0.2738	0.0298127819235552	299.54	254	298	274	402	280	382.75	319.98
Rv1544	Rv1544	ketoacyl reductase	ctl_exponential:10%	0.2702	0.0235590889542099	300.16	269	303	279	391	267	451.56	378.55
esxK	Rv1197	ESAT-6 like protein EsxK	hypoxia_hypoxic:11%; hypoxia_rar:11%	0.2609	0.014227915377224	302.56	287	306	325	358	243	2016.54	1703.64
PPE42	Rv2608	PPE family protein PPE42	hypoxia_late:18%	0.2631	0.0159206217546496	302.56	293	309	320	351	245	95.49	80.37
php	Rv0230c	phosphotriesterase	human_sputum:15%; hypoxia_late:10%	0.2572	0.0109516030454788	309.91	311	346	351	327	224	176.79	149.71
lppT	Rv1799	lipoprotein LppT	acidic:17%	0.2984	0.101867020748665	299.01	235	205	229	453	416	185.99	152.9
MT2460	MT2460	hypothetical protein	ctl_exponential:14%	0.258	0.0150866040910494	304.14	309	310	321	339	246	1564.61	1324.23
tal	Rv1448c	transaldolase	tyloxopol:9%	0.267	0.0229552547164103	305.49	268	313	299	382	272	689.27	579.51
MT1264.1	MT1264.1	hypothetical protein	PBS_RIF_DDmtb:23%; microaerophilic:13%; hypoxia_late:11%	0.2755	0.0474063187211817	300.25	273	254	283	363	335	94.75	79.12
PE_PGRS44	Rv2591	PE-PGRS family protein PE_PGRS44	nutrient_limitation:34%; butyrate_plus_glucose:11%; PBS_RIF_DDmtb:10%	0.2647	0.0212649814507123	309.64	297	320	305	362	268	102.79	86.37
PPE18	Rv1196	PPE family protein PPE18	acidic:16%	0.2657	0.0284450702936776	305.71	281	290	285	373	304	2147	1806.42
Rv3087	Rv3087	diacyglycerol O-acyltransferase	hypoxia_late:18%; nutrient_limitation:11%	0.2817	0.0492257954517751	315.74	298	332	277	390	288	99.7	82.77
groEL1	Rv3417c	chaperonin GroEL	microaerophilic:22%; hypoxia_fatty_acids:13%	0.263	0.0258775870606487	306.4	289	291	294	380	283	993.79	837.68
bcp	Rv2521	peroxiredoxin	tyloxopol:10%	0.2693	0.0282930619855354	315.32	247	330	324	395	290	290.12	243.47
fadD11.1	Rv1549	fatty-acid-CoA ligase fadD11_1	hypoxia_late:12%	0.2836	0.0632249843280523	314.51	233	285	266	438	372	119.48	98.91
tkt	Rv1449c	transketolase	zinc_limitation:8%	0.2682	0.0337183942318316	311.99	270	305	286	417	292	534.77	448.88
Rv2542	Rv2542	hypothetical protein	hypoxia_late:9%	0.2437	0.00968547603309292	315.88	340	339	360	334	218	181.31	154.87
nuoF	Rv3150	NADH-quinone oxidoreductase subunit F	high_iron:13%; butyrate_plus_glucose:11%; tyloxopol:10%; ctl_exponential:10%	0.249	0.0149480523816897	311.92	325	315	341	366	223	625.19	532.44
pks4	Rv1181	polyketide beta-ketoacyl synthase	acidic:18%; acidic_tyloxopol:15%; butyrate_plus_glucose:11%	0.2634	0.0263853548798231	315.39	283	322	310	383	284	308.95	260.25
Rv1683	Rv1683	bifunctional long-chain acyl-CoA synthase/lipase	microaerophilic:17%	0.2511	0.0181561856394298	313.98	318	319	334	375	233	250.75	213.09
Rv1545	Rv1545	hypothetical protein	butyrate_plus_glucose:9%	0.2765	0.0626246197132017	317.79	261	283	270	445	347	343.25	286.23
fbpD	Rv3803c	MPT51/MPB51 antigen	ctl_exponential:9%	0.2701	0.0372466202828549	319.61	264	324	291	431	300	560.17	469.6
Rv1004c	Rv1004c	membrane protein	hypoxia_late:20%	0.3321	0.160393309235414	324.52	185	258	196	422	669	218.15	174.7
clpP1	Rv2461c	ATP-dependent CLP protease proteolytic subunit 1	zinc_limitation:10%	0.2494	0.0167933056589403	316.01	321	323	346	371	229	932.59	794.09
dlaT	Rv2215	pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase	high_iron:8%	0.2535	0.0216170972277566	317.94	313	328	326	376	253	597.68	507.23
Rv3672c	Rv3672c	hypothetical protein	zinc_limitation:10%	0.252	0.0196828126980735	318.08	322	326	337	360	251	275.84	234.12
eccE5	Rv1797	ESX-5 type VII secretion system protein EccE	acidic:8%	0.2513	0.0239053181058785	322.26	319	321	332	388	258	652.35	554.5
engA	Rv1713	GTPase Der	high_iron:10%	0.2582	0.0297351221650505	326.08	302	316	323	421	277	253.59	214.32
PE_PGRS19	Rv1067c	PE-PGRS family protein PE_PGRS19	hypoxia_late:33%	0.3054	0.124339801591533	339.1	286	338	251	463	377	25.29	20.51
Rv2003c	Rv2003c	hypothetical protein	hypoxia_hypoxic:18%; cholesterol:15%	0.2715	0.0711610076932785	319.7	292	270	289	387	369	58.67	49.03
pgk	Rv1437	phosphoglycerate kinase	high_iron:12%; INDIGO_exponential:10%	0.2531	0.0300191760631548	331.3	314	333	339	403	274	579.97	492.34
MT2810	MT2810	hypothetical protein	PBS_RIF_DDmtb:10%	0.2952	0.16456898959161	322.88	240	203	231	532	477	111.03	91.29
opcA	Rv1446c	OXPP cycle protein OpcA	human_sputum:11%	0.2509	0.0294797532726851	335.12	326	341	344	400	271	234.06	198.87
nuoL	Rv3156	NADH-quinone oxidoreductase subunit L	high_iron:17%; butyrate_plus_glucose:11%; INDIGO_exponential:10%	0.2453	0.0244945978868577	330.99	336	335	348	386	257	677.96	578.8
PE_PGRS20	Rv1068c	PE-PGRS family protein PE_PGRS20	hypoxia_late:42%	0.3109	0.194642204209706	340.62	262	267	236	535	452	22.96	18.5
Rv0877	Rv0877	hypothetical protein	microaerophilic:12%	0.2419	0.0219390951905062	333.78	343	347	364	393	234	507.84	434.59
aac	Rv0262c	aminoglycoside 2'-N-acetyltransferase	butyrate:10%	0.264	0.0710598172444254	329.56	308	277	301	407	363	105.97	89.13
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	0.2462	0.0268604053146656	339.9	337	356	358	394	262	1160.63	990.43
ceoC	Rv2692	TRK system potassium uptake protein CeoC	PBS_RIF_DDmtb:17%	0.2411	0.0214767948376936	340.13	345	358	375	365	264	270.3	231.39
nuoM	Rv3157	NADH-quinone oxidoreductase subunit M	high_iron:16%; butyrate_plus_glucose:13%; tyloxopol:11%; INDIGO_exponential:11%	0.237	0.020637647649218	338.52	354	351	373	396	232	443.34	380.69
narH	Rv1162	nitrate reductase subunit beta	microaerophilic:12%	0.2416	0.0277901171655302	342.86	346	348	363	406	260	571.08	488.79
Rv1591	Rv1591	transmembrane protein	ctl_exponential:8%	0.2463	0.0360457319330879	344.79	335	343	354	413	285	293.08	249.73
carA	Rv1383	carbamoyl-phosphate synthase small subunit	hypoxia_late:14%; zinc_limitation:13%	0.2494	0.0397285998249966	345.91	327	344	361	404	298	102.95	87.52
mihF	Rv1388	integration host factor MihF	zinc_limitation:13%; hypoxia_rar:11%	0.2651	0.0695135468862138	353.93	284	355	302	486	359	2129.45	1790.91
Rv2844	Rv2844	hypothetical protein	tyloxopol:10%	0.2529	0.0497049509893374	350.82	320	342	347	433	318	262.18	222.51
MT1234	MT1234	fragment of putative small regulatory RNA	hypoxia_hypoxic:16%; hypoxia_rar:13%	0.2387	0.0290039714019093	347.57	352	362	379	372	278	1631.43	1399.15
fadD2	Rv0270	fatty-acid--CoA ligase FadD2	cholesterol:14%	0.2392	0.0318941984267545	347.99	350	349	368	412	269	576.46	494.26
