GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_noDrug	Rv0827c_DMSO_noDrug
Rv2622	Rv2622	methyltransferase	hypoxia_late:22%; ctl_stationary:14%; low_iron:13%; butyrate:11%	0.2661	0.0556194351023068	305.52	315	298	309	164	484	32.57	27.19
murD	Rv2155c	UDP-N-acetylmuramoylalanine--D-glutamate ligase	microaerophilic:32%	0.2521	0.0248461906264939	315.25	319	372	386	101	481	293.96	249.94
eccE1	Rv3882c	ESX-1 secretion system protein EccE1	high_iron:9%	0.2251	0.00520824433965202	305.55	367	395	406	112	311	215.26	186.5
lhr	Rv3296	ATP-dependent helicase	hypoxia_late:19%; zinc_limitation:12%	0.3676	0.00229069452009351	411.56	96	98	97	4058	67	105	75.04
pmmA	Rv3257c	phosphomannomutase PmmA	ctl_exponential:9%	0.2108	0.00223684241735102	303.71	396	403	390	106	293	402.26	352.19
rpoC	Rv0668	DNA-directed RNA polymerase subunit beta'	PBS_RIF_DDmtb:21%; nutrient_limitation:19%	0.216	0.0038272704740145	297.58	376	391	380	91	326	1159.39	1011.26
Rv3647c	Rv3647c	hypothetical protein	high_iron:11%	0.2124	0.00299750641647412	300.84	391	394	382	103	303	465.41	407.11
sigB	Rv2710	RNA polymerase sigma factor SigB	hypoxia_fatty_acids:14%; nutrient_limitation:14%; PBS_RIF_DDmtb:11%	0.3403	0.00115346792973467	423.74	105	106	95	4194	62	968.69	710.07
Rv0207c	Rv0207c	hypothetical protein	INDIGO_exponential:8%	0.1953	0.000937395124774676	295.81	425	407	344	95	286	461.02	408.01
ppsA	Rv2931	phthiocerol synthesis polyketide synthase type I PpsA	zinc_limitation:16%; hypoxia_rar:12%; human_sputum:10%	0.2086	0.00216705858183269	306.46	395	402	405	105	297	174.7	153.06
Rv0687	Rv0687	NAD-dependent oxidoreductase	microaerophilic:17%; ctl_stationary:16%	0.2301	0.0161553500250316	304.37	354	336	352	126	404	84.31	72.45
PEP0077	PEP0077	Small peptide in vicinity of Rv0581	ctl_stationary:12%; hypoxia_late:12%	0.278	0.0813816405263045	318.11	310	302	329	190	496	244.34	203.56
mcr10	Rvnc0008	putative small regulatory RNA	microaerophilic:20%	0.4276	0.0603323421415426	370.66	83	66	52	3721	117	476.06	326.99
mmpL3	Rv0206c	transmembrane transport protein MmpL3	high_iron:8%	0.1958	0.000969326139752511	301.04	420	412	378	94	283	560.76	496
Rv1487	Rv1487	hypothetical protein	zinc_limitation:10%; acidic:10%	0.222	0.0087532659249826	308.33	377	393	388	108	341	309.54	268.98
bglS	Rv0186	beta-glucosidase BglS	hypoxia_fatty_acids:22%; PBS_RIF_DDmtb:19%; microaerophilic:17%	0.3661	0.0029247225230465	417.52	98	99	102	4077	70	370.85	266.28
Rv0307c	Rv0307c	hypothetical protein	ctl_stationary:9%	0.2441	0.0386219734648942	316.99	353	352	343	140	446	91.39	78.13
disA	Rv3586	DNA integrity scanning protein DisA	zinc_limitation:13%; tyloxopol:10%	0.3984	0.0110745168368513	404.38	90	94	101	3849	86	209.19	146.78
lprO	Rv0179c	lipoprotein LprO	tyloxopol:15%	0.3377	0.00153188860730665	427.36	106	107	92	4226	66	441.58	323.81
Rv0201c	Rv0201c	hypothetical protein	butyrate_plus_glucose:9%	0.2143	0.00840873417598721	308.48	383	382	367	114	356	229.57	200.06
Rv3242c	Rv3242c	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	0.2564	0.0644933681845481	324.93	338	337	342	171	476	49.16	41.58
vapB26	Rv0581	antitoxin VapB26	ctl_exponential:12%; ctl_stationary:11%	0.2206	0.0151467361846543	313.02	378	378	379	116	374	424.16	368.76
Rv0111	Rv0111	transmembrane acyltransferase	hypoxia_late:18%; human_sputum:13%	0.3741	0.0106892173665925	415.64	95	97	99	3977	87	115.91	82.61
Rv1772	Rv1772	hypothetical protein	nutrient_limitation:13%	0.2156	0.0117732190782705	309.18	382	367	350	123	377	298.06	259.37
Rv0922	Rv0922	transposase	zinc_limitation:19%	0.3209	0.000910525854306087	440.26	122	114	98	4296	60	669.91	497.03
uvrD2	Rv3198c	ATP-dependent DNA helicase UvrD	hypoxia_late:13%; zinc_limitation:11%	0.214	0.00653717423219172	319.58	387	418	419	119	320	133.88	116.84
Rv1073	Rv1073	hypothetical protein	PBS_RIF_DDmtb:16%; nutrient_limitation:10%	0.1912	0.00209446656291309	313.24	434	416	383	107	301	409.28	363.11
vapB19	Rv2547	antitoxin VapB19	PBS_RIF_DDmtb:13%	0.248	0.0736906883944005	322.61	349	327	316	173	489	123.41	105.06
mutT4	Rv3908	mutator protein MutT	tyloxopol:8%	0.2069	0.00639552309934259	317.69	409	404	393	115	333	264.48	232.13
Rv1488	Rv1488	hypothetical protein	acidic:14%; zinc_limitation:11%	0.1931	0.00261367423409652	318.27	428	421	392	117	302	424.74	376.47
ASdes	ASdes	putative small regulatory RNA	INDIGO_exponential:10%	0.2115	0.00767953502572035	324.96	386	414	424	134	323	2456.89	2149.97
embA	Rv3794	arabinosyltransferase A	hypoxia_late:11%; high_iron:11%; tyloxopol:10%	0.1868	0.00161871587274223	323.5	446	443	414	111	285	287.75	256.04
Rv3386	Rv3386	transposase	hypoxia_late:41%	0.2628	0.110434590607272	341.62	299	312	364	228	542	35.85	29.74
Rv1462	Rv1462	hypothetical protein	low_iron:27%; zinc_limitation:16%	0.1982	0.00369975861480928	319.93	418	419	401	121	306	312.82	276.26
pabB	Rv1005c	para-aminobenzoate synthase component I	hypoxia_late:17%	0.2144	0.0186290192967504	319.68	388	390	359	120	402	58.04	50.54
vapB37	Rv2104c	antitoxin VapB37	INDIGO_exponential:10%	0.2367	0.0537516004391836	336.19	362	370	372	162	458	187.29	161.03
Rv2893	Rv2893	oxidoreductase	hypoxia_late:25%; PBS_RIF_DDmtb:11%	0.4275	0.0649699898736144	404.77	87	92	136	3255	168	42.48	28.84
MT1957.1	MT1957.1	hypothetical protein	zinc_limitation:24%; PBS_RIF_DDmtb:18%	0.2929	0.15621160477399	347.55	324	332	387	234	485	103.32	84.89
sigD	Rv3414c	ECF RNA polymerase sigma factor SigD	tyloxopol:11%	0.3304	0.00352913098945277	442.7	116	111	103	4214	78	614.62	453.42
purL	Rv0803	phosphoribosylformylglycinamidine synthase 2	zinc_limitation:10%	0.2059	0.00714299506894846	330.56	406	424	431	132	321	192.92	169.33
Rv2762c	Rv2762c	hypothetical protein	hypoxia_late:22%	0.2225	0.0353224079524631	330.15	381	384	369	139	430	158.88	137.94
fadD29	Rv2950c	long-chain-fatty-acid--AMP ligase FadD29	INDIGO_exponential:14%; hypoxia_rar:12%	0.1921	0.00345515978225995	325.59	430	430	417	118	305	612.88	543.49
iniA	Rv0342	isoniazid inductible protein IniA	hypoxia_rar:22%	0.2045	0.00937696852656917	328.41	411	406	410	131	342	84.54	74.17
pepD	Rv0983	serine protease PepD	microaerophilic:20%; hypoxia_fatty_acids:12%	0.2014	0.00592514719444248	331.05	415	429	429	130	316	535.78	472.03
recR	Rv3715c	recombination protein RecR	zinc_limitation:9%	0.192	0.00476588783184645	324.31	431	422	399	122	314	456.68	404.8
mrsA	Rv3441c	phosphoglucosamine mutase	hypoxia_late:10%	0.1848	0.00255470511537489	329.64	454	445	398	124	299	366.78	326.87
pirG	Rv3810	cell surface protein	tyloxopol:13%	0.3168	0.0022126255739638	455.37	124	123	110	4290	72	1484.27	1105.29
wag31	Rv2145c	cell wall synthesis protein Wag31	hypoxia_hypoxic:12%	0.2876	0.000474318590943832	463.01	143	139	93	4382	64	924.09	702.21
Rv0923c	Rv0923c	hypothetical protein	zinc_limitation:13%	0.2083	0.0139684113387098	339.04	402	432	434	143	340	290.23	254.5
lipV	Rv3203	lipase LipV	PBS_RIF_DDmtb:15%; hypoxia_late:10%	0.2377	0.0658288486919265	346.21	342	363	385	198	475	67.9	57.92
Rv3827c	Rv3827c	transposase	zinc_limitation:25%	0.3266	0.00479155134789659	451.56	111	108	121	4267	81	389.05	286.95
ftsW	Rv2154c	lipid II flippase FtsW	microaerophilic:14%	0.4438	0.184333958851955	393.88	65	74	96	3624	158	521.69	354.84
MT2541	MT2541	hypothetical protein	hypoxia_fatty_acids:18%; ctl_stationary:10%	0.2279	0.0563320138498176	343.8	372	381	396	160	456	58.49	50.51
ripB	Rv1478	peptidoglycan endopeptidase RipB	tyloxopol:15%; high_iron:14%	0.3149	0.00372594096671628	455.42	129	125	91	4285	84	405.16	301.99
ctpG	Rv1992c	cation transporter ATPase G	PBS_RIF_DDmtb:30%; butyrate:11%	0.2076	0.0173119045656258	343.19	401	433	436	147	353	91.92	80.52
Rv2250A	Rv2250A	flavoprotein	hypoxia_late:14%; ctl_stationary:13%; hypoxia_fatty_acids:10%	0.2371	0.0713135884314332	350.27	364	379	402	180	465	107.59	92.43
rmlA	Rv0334	glucose-1-phosphate thymidylyltransferase	hypoxia_late:11%; human_sputum:10%	0.2164	0.0332765605568496	344.92	368	388	409	167	434	101.57	88.04
Rv1566c	Rv1566c	hypothetical protein	tyloxopol:18%	0.3287	0.00820099764963023	453.32	118	113	112	4218	89	628.32	463.86
Rv2119	Rv2119	hypothetical protein	hypoxia_late:12%; zinc_limitation:12%	0.4032	0.0867912904325001	425.74	88	89	125	3843	125	109.74	76.14
mmpS2	Rv0506	membrane protein MmpS2	tyloxopol:10%	0.2142	0.0356314372529617	343.48	390	399	404	158	411	195.11	170.14
efpA	Rv2846c	MFS-type transporter EfpA	INDIGO_exponential:15%	0.1771	0.00306633112361682	342.07	469	458	432	128	300	544.53	487.89
Rv0135c	Rv0135c	transcriptional regulator	hypoxia_fatty_acids:13%	0.2092	0.0275967723100981	343.63	407	411	413	142	400	173.32	151.83
MT1578.1	MT1578.1	hypothetical protein	human_sputum:21%; hypoxia_late:12%; hypoxia_hypoxic:10%	0.593	0.395125396224807	384.27	113	104	262	1469	514	44.72	26
mazF2	Rv0659c	toxin MazF2	human_sputum:11%	0.3375	0.0160027450320913	448.95	104	109	119	4186	94	1144.3	839.15
Rv2792c	Rv2792c	resolvase	zinc_limitation:27%	0.3004	0.00367342343055008	464.01	133	133	94	4334	83	577.99	435.17
mshB	Rv1170	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase	PBS_RIF_DDmtb:13%	0.2113	0.0494541848156885	342.63	398	386	375	152	452	68.08	59.41
Rv2680	Rv2680	hypothetical protein	high_iron:10%	0.3381	0.0215037211408958	449.77	107	112	118	4154	96	431.91	316.53
Rv3587c	Rv3587c	membrane protein	tyloxopol:15%	0.3255	0.0092214465768159	461.98	117	115	124	4258	91	747.89	552.53
proV	Rv3758c	glycine betaine/carnitine/choline/L-proline ABC transporter ATP-binding protein ProV	high_iron:10%	0.2001	0.02014871573182	345.49	419	427	425	146	365	138.87	122.32
tagA	Rv1210	DNA-3-methyladenine glycosylase I TagA	zinc_limitation:14%	0.195	0.0221675850810067	342.42	426	409	408	136	392	200.89	177.66
purD	Rv0772	phosphoribosylamine--glycine ligase	hypoxia_late:14%	0.206	0.0308196151209965	349.47	408	417	418	149	408	76.52	67
Rv0293c	Rv0293c	hypothetical protein	low_iron:11%	0.1851	0.0115869387057284	343.18	456	444	391	133	357	153.84	137.01
pks15	Rv2947c	polyketide synthase	acidic:15%; ctl_exponential:12%	0.1995	0.01660691699145	352.55	423	450	454	150	344	350.54	309.19
Rv3123	Rv3123	hypothetical protein	zinc_limitation:22%	0.4542	0.227103385534478	417.03	67	77	128	3485	219	227.8	153.24
add	Rv3313c	adenosine deaminase	tyloxopol:10%	0.1972	0.0205281100720213	347.28	427	434	428	137	372	121.8	107.47
Rv1377c	Rv1377c	transferase	zinc_limitation:14%	0.2073	0.0356773317534091	352.34	385	401	423	169	426	159.76	139.51
ppm1	Rv2051c	polyprenol-monophosphomannose synthase	microaerophilic:13%	0.1853	0.00900823853589416	348.32	448	451	438	141	328	250.7	223.29
PE35	Rv3872	PE family protein PE35	hypoxia_rar:11%; human_sputum:10%	0.1894	0.0214568309504293	344.17	443	420	384	138	395	419.64	372.64
rpoB	Rv0667	DNA-directed RNA polymerase subunit beta	PBS_RIF_DDmtb:20%; nutrient_limitation:18%	0.1887	0.015570713819651	349.29	440	442	421	129	383	1760.26	1564.82
MT0655	MT0655	hypothetical protein	PBS_RIF_DDmtb:9%	0.2012	0.0299137260254889	352.47	412	410	420	154	417	224.28	197.01
rimJ	Rv0995	ribosomal-protein-alanine acetyltransferase RimJ	hypoxia_late:10%	0.201	0.0290883805556141	353.1	424	431	427	148	391	210.91	185.85
cobG	Rv2064	precorrin-3B synthase	hypoxia_late:22%	0.2013	0.0269465092182271	356.76	421	448	445	157	366	154.75	136.27
ftsZ	Rv2150c	cell division protein FtsZ	hypoxia_hypoxic:9%	0.3364	0.0428483797226186	459.76	110	124	139	4070	100	342	251.29
Rv2409c	Rv2409c	hypothetical protein	hypoxia_late:9%	0.1881	0.0214529119581973	352.29	442	428	416	145	388	164.35	145.92
accD4	Rv3799c	propionyl-CoA carboxylase subunit beta AccD	acidic:12%	0.1808	0.00877745043379847	354.98	464	463	446	144	325	908.99	812.48
mce2A	Rv0589	Mce family protein Mce2A	microaerophilic:21%; hypoxia_fatty_acids:14%	0.203	0.0353114780952408	362.47	416	446	444	166	389	117.22	103.06
Rv2722	Rv2722	hypothetical protein	hypoxia_hypoxic:8%	0.2874	0.360226435474823	376.05	355	316	368	277	601	57.74	47.37
Rv1150	Rv1150	transposase	ctl_stationary:12%; hypoxia_late:10%	0.3939	0.222821947516474	426.44	94	88	87	3797	175	66.82	46.61
PE_PGRS10	Rv0747	PE-PGRS family protein PE_PGRS10	microaerophilic:31%; hypoxia_late:12%	0.2086	0.0512727101545644	366.18	422	438	455	184	373	94.45	82.69
Rv0426c	Rv0426c	transmembrane protein	acidic:10%	0.1865	0.0186144233890939	360.4	449	456	448	153	355	662.69	589.97
Rv3269	Rv3269	hypothetical protein	hypoxia_fatty_acids:36%; butyrate:11%	0.186	0.0150791131786107	363.19	445	462	478	155	338	2210.93	1968.83
rsdA	Rv3413c	anti-sigma-D factor RsdA	low_iron:9%	0.2782	0.00228560478354135	491.89	152	149	120	4402	82	683.46	522.08
narK1	Rv2329c	nitrate/nitrite transporter	acidic:13%; zinc_limitation:11%	0.2791	0.00272400906163296	489.84	155	154	106	4394	85	291.32	222.46
Rv0460	Rv0460	hypothetical protein	acidic_tyloxopol:9%	0.3143	0.029204810196471	469.72	126	118	109	4315	103	686.78	511.16
Rv2074	Rv2074	pyridoxamine 5'-phosphate oxidase	tyloxopol:11%; high_iron:10%	0.3354	0.0536316121778077	464.91	109	121	142	4116	106	904.11	664.41
Rv3122	Rv3122	hypothetical protein	microaerophilic:24%; zinc_limitation:14%	0.34	0.0790814643632801	459.67	108	110	123	4108	124	270.86	198.02
35kd_ag	Rv2744c	hypothetical protein	hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:11%	0.1812	0.0152372400334709	366.72	466	474	459	159	337	580.99	519.18
bkdA	Rv2497c	branched-chain keto acid dehydrogenase E1 component subunit alpha	microaerophilic:30%	0.2923	0.0107350400173317	485.65	139	138	117	4354	97	310.76	235.06
mtrB	Rv3245c	two component sensory histidine kinase MtrB	PBS_RIF_DDmtb:11%	0.3039	0.0170948730062274	484.71	132	135	131	4307	98	617.21	463.23
acpM	Rv2244	meromycolate extension acyl carrier protein	hypoxia_hypoxic:12%	0.281	0.00380005982935201	493.54	151	151	114	4380	93	4479.5	3424.04
Rv3096	Rv3096	hypothetical protein	tyloxopol:11%	0.3295	0.0534091004180831	469.61	121	126	129	4126	111	188.81	139.17
uvrA	Rv1638	excinuclease ABC subunit UvrA	zinc_limitation:16%	0.1704	0.0114220293137889	365.63	486	478	449	151	332	248.26	223.45
rpsF	Rv0053	30S ribosomal protein S6	hypoxia_rar:12%; hypoxia_hypoxic:11%	0.2188	0.0915554859842929	383.71	393	441	462	207	451	281.45	244.96
mce2B	Rv0590	MCE-family protein mce2B	hypoxia_fatty_acids:15%	0.2032	0.0662495197471112	375.76	413	425	433	193	453	102.38	89.8
Rv0887c	Rv0887c	hypothetical protein	low_iron:21%; PBS_RIF_DDmtb:13%	0.2345	0.224243351243464	381.08	380	371	374	240	577	50.65	43.52
Rv0063	Rv0063	oxidoreductase	hypoxia_late:21%	0.3271	0.0633939682775574	474.72	114	120	140	4205	113	143.98	105.83
dnaE2	Rv3370c	error-prone DNA polymerase	microaerophilic:27%; hypoxia_late:18%; zinc_limitation:12%	0.3165	0.0510243828568997	482.23	123	128	143	4237	107	54.37	40.06
Rv3395c	Rv3395c	hypothetical protein	zinc_limitation:34%; hypoxia_late:18%	0.359	0.215166566156131	448.49	103	100	111	3933	156	90.6	65.14
csd	Rv1464	cysteine desulfurase	low_iron:26%; zinc_limitation:18%	0.1713	0.0193659047498435	374.15	485	480	453	165	348	316.12	284.43
Rv0472c	Rv0472c	HTH-type transcriptional regulator	INDIGO_exponential:11%	0.1835	0.0364721795268853	374.87	461	466	451	161	393	243.63	217.43
Rv2250c	Rv2250c	HTH-type transcriptional regulator	hypoxia_late:19%; ctl_stationary:17%; PBS_RIF_DDmtb:13%	0.2631	0.339639609095268	396.53	331	322	365	335	677	23.32	19.23
plcC	Rv2349c	phospholipase C	hypoxia_late:13%	0.3145	0.0550710499597724	484.21	127	129	138	4246	110	124.59	92.42
Rv3517	Rv3517	hypothetical protein	hypoxia_late:29%; zinc_limitation:11%	0.3855	0.282748404458754	445.76	99	91	107	3802	198	38.04	26.5
zwf1	Rv1121	glucose-6-phosphate 1-dehydrogenase	zinc_limitation:18%	0.1815	0.0336593851505614	378.38	463	468	470	170	376	187.19	167.24
Rv0621	Rv0621	membrane protein	hypoxia_late:26%	0.2241	0.185785410096155	381.5	370	377	400	246	544	28.88	24.77
sigG	Rv0182c	ECF RNA polymerase sigma factor SigG	zinc_limitation:16%	0.3014	0.0497243505359018	487.72	134	137	130	4264	109	177.82	133.57
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	0.1798	0.0472040310790127	374.61	471	454	412	156	440	211.03	188.8
Rv0336	Rv0336	hypothetical protein	zinc_limitation:11%	0.1676	0.0187471636582369	374.25	490	482	443	168	347	258.83	233.42
fabD	Rv2243	malonyl CoA-acyl carrier protein transacylase	low_iron:10%	0.2937	0.0309476019354314	498.27	137	142	147	4312	104	380.52	287.58
Rv1157c	Rv1157c	hypothetical protein	microaerophilic:11%; tyloxopol:10%	0.3827	0.287027223150441	451.98	93	96	116	3937	178	538.47	382.69
clpB	Rv0384c	chaperone protein ClpB	hypoxia_fatty_acids:43%	0.1709	0.0216876608184747	381.17	477	485	476	175	350	168.15	151.24
Rv0518	Rv0518	hypothetical protein	tyloxopol:10%	0.1958	0.0776597690480992	381.62	436	440	426	186	464	111.35	98.35
Rv0888	Rv0888	hypothetical protein	butyrate:10%	0.1774	0.0379475480039726	382.52	470	470	474	172	382	147.63	132.18
Rv0823c	Rv0823c	tRNA-dihydrouridine synthase	low_iron:14%; INDIGO_exponential:11%	0.1858	0.0428938068684118	389.8	451	487	489	192	378	585.38	521.37
Rv3354	Rv3354	hypothetical protein	butyrate:22%	0.2279	0.238640196620076	389.95	384	373	389	256	581	64.57	55.56
Rv1465	Rv1465	nitrogen fixation related protein	zinc_limitation:22%; low_iron:21%	0.1857	0.0533086113855586	385.56	452	459	460	183	421	333.46	296.93
fmu	Rv1407	methyltransferase	hypoxia_late:24%	0.2073	0.105326448158025	391.47	437	452	466	203	438	97.87	85.46
rplI	Rv0056	50S ribosomal protein L9	zinc_limitation:16%	0.1695	0.0303286060178288	385.94	483	481	479	179	363	893.64	805
Rv1000c	Rv1000c	hypothetical protein	zinc_limitation:21%	0.3305	0.154451828822247	481.1	119	116	135	4160	141	159.06	116.56
vapC37	Rv2103c	ribonuclease VapC37	INDIGO_exponential:11%	0.1975	0.0898319391689676	393.11	438	461	461	189	463	197.29	174.65
MT3223	MT3223	hypothetical protein	zinc_limitation:28%; butyrate_plus_glucose:12%; tyloxopol:11%	0.3553	0.280825379883828	465.42	120	105	113	3853	195	380.45	275.84
nrdR	Rv2718c	transcriptional regulator NrdR	zinc_limitation:25%	0.297	0.0876308425353698	492.85	144	136	104	4282	137	235.56	177.74
Rv0310c	Rv0310c	hypothetical protein	INDIGO_exponential:11%; hypoxia_late:10%	0.1992	0.12898950360785	384.97	432	413	407	204	508	105.26	92.85
mycP1	Rv3883c	membrane-anchored mycosin	hypoxia_rar:10%	0.1657	0.0235411002747234	386.23	498	494	456	178	362	305.95	276.38
fadE5	Rv0244c	acyl-CoA dehydrogenase FadE5	low_iron:23%	0.1715	0.0424929664536277	392.59	481	489	482	185	379	176.88	159.09
Rv3675	Rv3675	membrane protein	acidic:13%	0.2986	0.0952358959502494	496.06	140	134	115	4288	138	315.73	237.83
PPE51	Rv3136	PPE family protein PPE51	zinc_limitation:19%; hypoxia_rar:12%	0.2538	0.0062937933778024	517.33	170	168	127	4423	99	917.83	714.04
fadD32	Rv3801c	long-chain-fatty-acid--AMP ligase FadD32	low_iron:9%	0.1531	0.0108292657643586	388.57	536	515	441	177	339	815.97	743.47
lipL	Rv1497	esterase LipL	hypoxia_hypoxic:10%	0.2751	0.023018822779247	515.52	159	158	137	4389	108	433.78	332.13
Rv0678	Rv0678	hypothetical protein	microaerophilic:23%; ctl_stationary:21%; hypoxia_fatty_acids:16%	0.2044	0.177264921081826	395.49	410	397	422	243	535	89.94	78.56
guaB3	Rv3410c	oxidoreductase	microaerophilic:14%; hypoxia_late:10%	0.1797	0.0672478189526178	401.19	462	479	484	201	424	149.32	133.3
Rv3259	Rv3259	hypothetical protein	tyloxopol:17%; low_iron:13%	0.2964	0.0812250579027743	510.87	138	144	156	4291	127	461.13	347.6
lpqJ	Rv0344c	lipoprotein LpqJ	hypoxia_late:18%	0.2249	0.286009796299955	408.87	375	387	415	293	604	44.01	37.75
Rv1057	Rv1057	hypothetical protein	nutrient_limitation:32%; hypoxia_rar:15%	0.1908	0.121111379581904	396.24	433	436	437	219	490	58.24	51.44
desA1	Rv0824c	acyl-ACP desaturase DesA	hypoxia_hypoxic:10%; INDIGO_exponential:10%	0.1867	0.0887542572365956	404.13	474	486	497	199	412	2335.04	2078.75
phoY2	Rv0821c	phosphate-transport system transcriptional regulator PhoY2	nutrient_limitation:15%	0.1615	0.0305802880772082	395.97	506	501	473	188	367	688.67	623.9
yrbE2A	Rv0587	hypothetical protein	hypoxia_fatty_acids:35%	0.1777	0.0707454404957748	403.26	460	473	486	202	439	191.74	171.25
vapB28	Rv0608	antitoxin VapB28	INDIGO_exponential:10%	0.175	0.060289617472403	403.52	475	496	496	194	407	829	743.92
vapB43	Rv2871	antitoxin VapB43	ctl_stationary:25%	0.2214	0.261315552358764	415.88	399	426	457	266	560	120.5	104.55
Rv3644c	Rv3644c	DNA polymerase	hypoxia_late:18%; zinc_limitation:14%	0.2809	0.0690037549110802	511.83	147	145	133	4370	128	130.69	99.22
Rv3909	Rv3909	hypothetical protein	hypoxia_late:12%; tyloxopol:11%	0.165	0.0445149746783559	402.71	502	506	485	191	384	127.26	114.94
lipQ	Rv2485c	carboxylesterase LipQ	hypoxia_late:16%; butyrate:12%	0.3101	0.149765314586577	504.98	130	132	155	4222	145	92.36	68.59
prrA	Rv0903c	two component transcriptional regulator PrrA	cholesterol:11%	0.3051	0.114492329674308	512.4	136	148	166	4200	136	378.63	284.02
Rv0100	Rv0100	hypothetical protein	PBS_RIF_DDmtb:18%; ctl_stationary:12%; hypoxia_fatty_acids:10%	0.2443	0.472741986218812	419.29	379	334	370	364	693	54.75	46.38
vapB39	Rv2530A	antitoxin VapB39	INDIGO_exponential:12%; hypoxia_late:10%	0.2144	0.27705326530572	411.95	439	435	439	252	522	184.48	160.66
Rv2978c	Rv2978c	transposase	zinc_limitation:32%; cholesterol:13%	0.2808	0.0618778151566355	523.37	145	156	175	4337	116	484.53	369.24
clgR	Rv2745c	transcriptional regulator ClgR	ctl_stationary:25%; hypoxia_fatty_acids:20%; microaerophilic:11%	0.2808	0.0655662756339089	523.26	153	159	158	4327	122	832.8	635.58
Rv0158	Rv0158	transcriptional regulator	human_sputum:14%	0.2047	0.253869213733431	406.13	429	408	411	244	574	49.87	43.73
adoK	Rv2202c	adenosine kinase	zinc_limitation:10%	0.2112	0.25309594970312	419.18	435	464	469	195	593	366.28	320.57
dnaK	Rv0350	chaperone protein DnaK	hypoxia_fatty_acids:23%; microaerophilic:15%	0.1643	0.0530434331450489	411.87	495	507	516	200	394	1079.77	976.19
