GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_DMSO_RIF	Rv0494_DMSO_noDrug
fadE15	Rv1467c	acyl-CoA dehydrogenase FadE15	PBS_RIF_DDmtb:15%; low_iron:13%	0.2276	0.0234530994321103	181.89	178	202	227	147	161	50.07	42.72
Rv0851c	Rv0851c	short-chain type dehydrogenase/reductase	microaerophilic:15%; hypoxia_late:13%	0.2325	0.0538462948393591	173.48	184	158	130	151	257	41.64	35.38
metB	Rv1079	cystathionine gamma-synthase	PBS_RIF_DDmtb:10%	0.2181	0.0123775748380701	184.79	187	215	268	156	116	334.49	288.4
Rv3239c	Rv3239c	transmembrane transport protein	hypoxia_late:21%	0.2052	0.00972681697478748	181.16	224	229	201	134	131	49.6	43.04
asnB	Rv2201	asparagine synthetase	PBS_RIF_DDmtb:15%	0.2011	0.00509711726065595	185.17	233	230	222	135	123	113.21	98.7
hycP	Rv0085	hydrogenase HycP	hypoxia_late:20%	0.2248	0.0362390873456553	184.74	189	201	191	160	184	106.88	91.62
nadD	Rv2421c	nicotinate-nucleotide adenylyltransferase	hypoxia_late:10%	0.2324	0.0457892849639253	184.96	179	187	185	167	208	78.83	67.11
Rv0520	Rv0520	methyltransferase/methylase	ctl_stationary:16%; hypoxia_late:16%	0.3231	0.248138530065845	194.61	125	60	68	365	551	16.98	13.2
PE_PGRS14	Rv0834c	PE-PGRS family protein PE_PGRS14	microaerophilic:59%	0.2642	0.0857454228858849	200.38	159	218	211	139	292	197.79	165.12
PE_PGRS31	Rv1768	PE-PGRS family protein PE_PGRS31	hypoxia_late:21%	0.209	0.01228408027977	187.7	216	241	221	153	122	196.85	170.83
MT2710	MT2710	hypothetical protein	hypoxia_late:15%; acidic_tyloxopol:12%; ctl_stationary:11%	0.3502	0.273639968322594	199.32	103	56	86	385	579	20.05	15.24
espK	Rv3879c	ESX-1 secretion-associated protein EspK	PBS_RIF_DDmtb:10%	0.2154	0.0153671458030548	194.03	204	250	233	173	124	426.44	368.61
gatC	Rv3012c	glutamyl-tRNA(GLN) amidotransferase subunit C	hypoxia_rar:14%; hypoxia_late:12%; hypoxia_hypoxic:11%	0.3335	0.206682215043542	205.41	139	150	156	262	359	35.65	27.9
oxyR'	Rv2427A	hypothetical protein	PBS_RIF_DDmtb:26%; hypoxia_late:21%	0.2925	0.156939311476298	203.76	123	126	139	251	459	21.12	17
MT0761	MT0761	hypothetical protein	PBS_RIF_DDmtb:28%; hypoxia_late:22%; nutrient_limitation:15%	0.3588	0.33321540807342	195.03	132	39	43	430	615	18.74	14.05
Rv0531	Rv0531	membrane protein	hypoxia_late:18%	0.2163	0.0301033419451517	188.37	203	213	209	150	171	308.11	266.11
cydB	Rv1622c	cytochrome D ubiquinol oxidase subunit II CydB	hypoxia_fatty_acids:10%	0.2105	0.0201171109381964	187.74	215	231	205	146	150	144.81	125.53
Rv2160A	Rv2160A	conserved hypothetical protein	microaerophilic:33%; cholesterol:11%; acidic:11%	0.2094	0.0127436928932692	191.87	218	252	240	155	114	627.82	544.93
murD	Rv2155c	UDP-N-acetylmuramoylalanine--D-glutamate ligase	microaerophilic:32%	0.2186	0.0220225331872437	197.04	194	235	241	190	135	323.48	278.95
PE_PGRS40	Rv2371	PE-PGRS family protein PE_PGRS40	hypoxia_late:24%; PBS_RIF_DDmtb:10%	0.3067	0.164500429797755	211.42	107	157	178	294	374	68.74	55.23
udgA	Rv0322	UDP-glucose 6-dehydrogenase UdgA	hypoxia_late:19%; ctl_stationary:15%	0.2551	0.132037111543271	197.43	142	140	161	203	383	11.84	9.73
Rv3026c	Rv3026c	hypothetical protein	hypoxia_late:32%; ctl_stationary:10%	0.2235	0.0541801444783585	188.4	192	191	173	163	226	50	42.77
mce3A	Rv1966	Mce family protein Mce3A	hypoxia_late:33%; ctl_stationary:11%	0.2936	0.158661993715056	211.57	102	169	203	264	366	9.19	7.24
Rv0367c	Rv0367c	hypothetical protein	hypoxia_late:15%; ctl_stationary:10%	0.2222	0.0573086776312406	194.48	198	196	187	182	210	145.87	125.3
atpA	Rv1308	ATP synthase subunit alpha	ctl_exponential:12%; INDIGO_exponential:11%	0.1944	0.00535850691768865	196.44	256	261	216	154	117	1387.27	1216.98
tsf	Rv2889c	elongation factor EF-Ts	zinc_limitation:8%	0.1985	0.00751129958531678	197.65	250	258	217	161	121	591.88	517.67
Rv0959	Rv0959	hypothetical protein	hypoxia_late:15%	0.198	0.0104688336935454	196.08	247	255	224	141	132	100.56	87.87
Rv1671	Rv1671	membrane protein	hypoxia_late:18%; ctl_stationary:11%	0.3007	0.249546474258616	206.36	134	79	94	346	532	19.51	15.51
Rv3189	Rv3189	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:11%; ctl_stationary:11%	0.2488	0.113621788863934	205.18	163	178	186	206	307	39.24	32.93
ctpG	Rv1992c	cation transporter ATPase G	PBS_RIF_DDmtb:30%; butyrate:11%	0.2107	0.0252268087764868	200	210	245	237	166	151	70.03	60.62
MT0383	MT0383	hypothetical protein	hypoxia_late:15%	0.2202	0.0594233412077277	198.08	202	198	192	185	214	136.56	117.44
pks8	Rv1662	polyketide synthase	hypoxia_late:33%	0.2613	0.129910634809833	215.9	153	199	208	158	400	52.36	43.68
Rv3364c	Rv3364c	hypothetical protein	hypoxia_late:14%	0.2199	0.0599807121789958	199.26	205	207	195	181	209	151.96	130.88
PE_PGRS13	Rv0833	PE-PGRS family protein PE_PGRS13	microaerophilic:24%; hypoxia_late:19%	0.2101	0.0229557742081427	204.15	206	249	271	165	144	88.44	76.57
Rv2915c	Rv2915c	hypothetical protein	hypoxia_late:12%	0.2036	0.0320330678828533	196.86	231	223	196	157	182	86.71	75.39
ctpA	Rv0092	cation transporter ATPase A	hypoxia_late:15%	0.1976	0.0129339548184637	197.88	248	253	218	144	142	79.57	69.51
Rv0083	Rv0083	oxidoreductase	hypoxia_late:24%	0.2	0.0129499982496871	200.48	240	248	254	145	134	102.64	89.52
gpsI	Rv2783c	bifunctional guanosine pentaphosphate synthetase/polyribonucleotide nucleotidyltransferase	high_iron:11%	0.2128	0.0293718009162224	207.39	207	256	231	194	156	1054.72	913.43
fmu	Rv1407	methyltransferase	hypoxia_late:24%	0.2036	0.0268088134541143	199.67	236	239	207	152	172	86.8	75.5
relA	Rv2583c	bifunctional (p)ppGpp synthase/hydrolase RelA	acidic:11%; microaerophilic:10%	0.1864	0.00390112311322235	204.12	276	282	200	177	112	360.04	317.51
rplD	Rv0702	50S ribosomal protein L4	butyrate_plus_glucose:10%	0.1997	0.0132265644373581	205.93	242	257	235	184	127	2066.24	1806.01
glgP	Rv1328	glycogen phosphorylase	ctl_exponential:9%	0.1941	0.00695383159668294	208.71	253	264	269	174	110	225.14	197.39
PE_PGRS15	Rv0872c	PE-PGRS family protein PE_PGRS15	microaerophilic:43%	0.2122	0.0320017292377372	222.07	211	295	275	200	146	387.55	335.7
eccC5	Rv1783	ESX-5 type VII secretion system protein EccC5	acidic:9%	0.1867	0.00665553793195064	211.5	274	285	219	183	120	394.68	348.01
Rv1748	Rv1748	hypothetical protein	hypoxia_late:10%	0.2272	0.093134975592116	212.15	190	211	220	196	246	59.94	51.29
MT3220.1	MT3220.1	hypothetical protein	acidic_tyloxopol:18%; butyrate_plus_glucose:16%; tyloxopol:15%; hypoxia_late:11%	0.3972	0.490010362950299	214.76	175	19	24	581	712	7.77	5.35
PE_PGRS28	Rv1452c	PE-PGRS family protein PE_PGRS28	hypoxia_late:46%	0.2277	0.0702810525634156	223.18	188	272	257	201	204	28.6	24.35
Rv2571c	Rv2571c	transmembrane protein	hypoxia_late:17%	0.2048	0.0411407507274402	206.36	228	228	228	169	183	88.1	76.54
Rv0492c	Rv0492c	GMC-type oxidoreductase	hypoxia_late:30%	0.2046	0.0349436673945474	212.48	237	259	230	170	174	65.72	57.11
Rv2522c	Rv2522c	hypothetical protein	hypoxia_late:12%	0.1942	0.0173629584866827	210.68	260	275	229	159	147	142.26	124.7
MT2015.2	MT2015.2	hypothetical protein	hypoxia_late:19%; ctl_stationary:16%; low_iron:12%	0.4192	0.510669221187524	221.59	171	24	42	545	709	7.22	4.8
Rv2298	Rv2298	oxidoreductase	PBS_RIF_DDmtb:8%	0.199	0.0239056982334633	215.59	244	260	262	172	153	178.77	156.15
MT3560	MT3560	hypothetical protein	PBS_RIF_DDmtb:16%; hypoxia_late:13%; hypoxia_rar:10%	0.3085	0.322195367379647	237.72	145	102	113	407	583	27.3	21.64
Rv2451	Rv2451	hypothetical protein	hypoxia_rar:24%; human_sputum:15%; hypoxia_late:10%	0.2199	0.0923209483256796	217.94	193	214	252	205	228	140.27	120.64
Rv1225c	Rv1225c	hypothetical protein	PBS_RIF_DDmtb:23%	0.2058	0.0371345993913466	221.91	230	268	264	193	164	261.8	227.8
gcvT	Rv2211c	aminomethyltransferase	tyloxopol:11%	0.203	0.0283224049674152	223.67	222	262	298	191	159	183.14	159.43
mce3F	Rv1971	Mce family protein Mce3F	hypoxia_late:28%; ctl_stationary:13%	0.2621	0.212010792534735	243.1	158	184	190	280	454	8.1	6.56
Rv1473A	Rv1473A	transcriptional regulator	PBS_RIF_DDmtb:10%	0.2498	0.202468879353143	232.51	168	159	193	270	414	97.66	81.95
cysM	Rv1336	O-phosphoserine sulfhydrylase	human_sputum:9%	0.1856	0.0113948929157024	216.83	282	296	202	188	137	352.49	311.04
speE	Rv2601	spermidine synthase	hypoxia_late:21%	0.1939	0.0237155050379817	220.93	264	284	239	175	157	119.18	104.48
Rv0918	Rv0918	hypothetical protein	hypoxia_late:11%; hypoxia_fatty_acids:10%	0.2321	0.159872583485191	229.29	196	204	194	222	346	54.13	46.09
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	0.2018	0.0426383783819719	236.12	226	276	311	204	176	764.49	666.49
Rv1203c	Rv1203c	hypothetical protein	hypoxia_late:28%	0.233	0.180306683311101	228.08	199	183	164	234	391	35.32	29.97
lprM	Rv1970	Mce family lipoprotein LprM	hypoxia_late:31%; ctl_stationary:12%	0.2917	0.314753190533131	265.13	169	212	244	307	429	10.19	8.1
Rv2968c	Rv2968c	integral membrane protein	acidic:11%	0.1954	0.0371012953739778	227.55	261	278	245	186	177	225.66	197.74
Rv3453	Rv3453	conserved membrane protein	PBS_RIF_DDmtb:30%; hypoxia_late:14%	0.3517	0.425894401493782	271.06	173	154	181	389	556	15.23	11.56
moaE2	Rv0866	molybdopterin synthase catalytic subunit 2	microaerophilic:23%	0.1983	0.0666986358839229	236.62	255	279	249	202	203	279.73	244.68
Rv3668c	Rv3668c	protease	zinc_limitation:11%	0.2109	0.12318306785817	241.41	217	242	297	225	230	103.29	89.23
argF	Rv1656	ornithine carbamoyltransferase	hypoxia_late:17%; hypoxia_hypoxic:10%	0.211	0.114424574727729	246.08	225	267	287	214	241	63.37	54.76
Rv2219	Rv2219	transmembrane protein	cholesterol:8%	0.1778	0.0112653101450802	236.69	309	314	251	197	138	595.98	528.78
fabG3	Rv2002	20-beta-hydroxysteroid dehydrogenase	hypoxia_late:11%	0.226	0.181902531293786	240.21	214	217	272	236	265	60.21	51.37
Rv1054	Rv1054	integrase	ctl_stationary:10%	0.2074	0.130569994053549	237.64	235	227	247	213	268	162.71	141.22
rsbW	Rv3287c	anti-sigma factor RsbW	microaerophilic:24%; nutrient_limitation:14%; ctl_stationary:14%	0.1995	0.102980336432118	235.55	249	232	232	211	255	142.39	124.24
snoP	Rv2604c	glutamine amidotransferase SnoP	hypoxia_late:10%	0.1863	0.0386395311567698	236.85	281	288	246	192	187	230.22	202.96
MT2510	MT2510	hypothetical protein	hypoxia_late:27%; ctl_stationary:16%; PBS_RIF_DDmtb:15%	0.5206	0.66278282036662	238.83	227	11	29	597	845	8.73	5.03
che1	Rv2393	ferrochelatase	microaerophilic:17%	0.192	0.0522843214391047	250.57	270	307	296	227	167	911.78	801.24
Rv3680	Rv3680	anion transporter ATPase	acidic_tyloxopol:9%	0.1811	0.0220350494923802	249.15	284	312	323	212	141	657.06	581.6
pks16	Rv1013	polyketide synthase	hypoxia_hypoxic:9%	0.1912	0.0519716926349381	255.56	273	305	346	223	154	370.87	325.87
Rv0194	Rv0194	multidrug ABC transporter ATPase/permease	hypoxia_late:28%; ctl_stationary:14%; human_sputum:14%	0.2329	0.212643852086252	270.53	220	300	334	248	258	10.4	8.7
argD	Rv1655	acetylornithine aminotransferase	hypoxia_late:20%; hypoxia_hypoxic:14%	0.2102	0.141043551749592	264.95	219	302	306	250	253	52.87	45.7
guaA	Rv3396c	GMP synthase	high_iron:9%	0.1763	0.020017312929315	249.9	324	329	266	207	149	291.17	258.57
ppm1	Rv2051c	polyprenol-monophosphomannose synthase	microaerophilic:13%	0.1905	0.0607577487087016	257.98	272	324	305	231	173	306.23	269.31
Rv2961	Rv2961	transposase	hypoxia_late:31%; ctl_stationary:14%	0.2707	0.424725452620536	275.65	197	165	184	363	553	24.1	19.73
Rv3819	Rv3819	hypothetical protein	acidic_tyloxopol:11%; tyloxopol:11%	0.2632	0.371841483889495	278.4	195	206	263	343	415	50.49	41.84
Rv1301	Rv1301	threonylcarbamoyl-AMP synthase	PBS_RIF_DDmtb:9%	0.1928	0.0766356362502324	264.3	266	321	325	237	186	603.78	530.26
nadR	Rv0212c	transcriptional regulator NadR	PBS_RIF_DDmtb:14%; hypoxia_late:11%	0.1889	0.0942206343834611	247.73	278	290	234	217	224	85.29	74.96
Rv2230c	Rv2230c	GTP cyclohydrolase	hypoxia_late:17%	0.1859	0.0654552371207123	255.68	283	311	283	209	202	119.27	105.12
Rv2082	Rv2082	hypothetical protein	human_sputum:16%; hypoxia_late:14%	0.1775	0.0348495147689057	254.68	314	333	282	198	168	112.48	99.73
Rv1889c	Rv1889c	conserved hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_late:12%	0.2832	0.457342387730524	279.8	223	203	236	345	421	38.08	31.01
fadE18	Rv1933c	acyl-CoA dehydrogenase FadE18	hypoxia_late:12%	0.1802	0.0398673530892987	260.96	298	327	322	220	160	331.05	293.12
rhlE	Rv3211	ATP-dependent RNA helicase RhlE	hypoxia_hypoxic:10%	0.2404	0.266905626181745	285.95	191	246	289	233	519	881.01	748.66
Rv2660c	Rv2660c	hypothetical protein	hypoxia_fatty_acids:26%; ctl_stationary:11%; acidic_tyloxopol:10%	0.242	0.314309412997816	283.5	185	197	238	347	506	69.66	58.74
guaB3	Rv3410c	oxidoreductase	microaerophilic:14%; hypoxia_late:10%	0.177	0.0534047784437274	265.63	326	337	281	208	193	164.52	145.98
sigF	Rv3286c	RNA polymerase sigma factor SigF	nutrient_limitation:14%; microaerophilic:10%	0.184	0.090641361545803	273.63	286	330	316	235	211	181.37	160.14
MT0827	MT0827	hypothetical protein	hypoxia_late:34%; PBS_RIF_DDmtb:18%; ctl_stationary:11%	0.3846	0.660091501334512	283.1	201	64	72	607	831	20.47	14.81
lpqW	Rv1166	monoacyl phosphatidylinositol tetramannoside-binding protein LpqW	PBS_RIF_DDmtb:15%	0.1753	0.053088113910015	272.83	332	350	303	219	181	140.22	124.56
PE_PGRS32	Rv1803c	PE-PGRS family protein PE_PGRS32	hypoxia_late:34%	0.1978	0.147679948733186	280.24	257	332	319	243	256	38.01	33.14
rpsP	Rv2909c	30S ribosomal protein S16	hypoxia_rar:11%; hypoxia_hypoxic:11%	0.178	0.063780614462234	275.83	304	336	338	226	192	432.97	383.86
citE	Rv2498c	citrate (pro-3S)-lyase subunit beta	microaerophilic:21%; low_iron:15%	0.1819	0.1064850137109	269.67	302	319	279	230	225	127.78	112.98
MT1945	MT1945	hypothetical protein	human_sputum:16%; PBS_RIF_DDmtb:14%; hypoxia_late:13%	0.3155	0.573284248547376	298.5	243	192	198	400	523	17.86	14.04
Rv2449c	Rv2449c	trans-acting enoyl reductase	hypoxia_late:8%	0.1745	0.0535469332395282	273.74	328	343	314	215	188	162.96	144.79
PE_PGRS22	Rv1091	PE-PGRS family protein PE_PGRS22	hypoxia_late:26%	0.2151	0.257596221478654	287.51	373	346	343	224	179	105.35	90.94
echA7	Rv0971c	enoyl-CoA hydratase EchA7	microaerophilic:40%; hypoxia_late:12%	0.1954	0.180607057401816	277.34	262	294	291	253	288	72.16	63.1
Rv3789	Rv3789	GtrA family protein	hypoxia_late:10%	0.2521	0.475917021229309	285.2	303	222	260	292	358	56.75	47.56
PE_PGRS53	Rv3507	PE-PGRS family protein PE_PGRS53	hypoxia_late:22%; microaerophilic:16%	0.2743	0.502947804585129	302.05	331	280	276	189	467	71.55	59.14
Rv0687	Rv0687	NAD-dependent oxidoreductase	microaerophilic:17%; ctl_stationary:16%	0.1995	0.202403708829841	282.98	288	313	326	258	235	115.08	100.51
Rv3579c	Rv3579c	tRNA/rRNA methyltransferase	microaerophilic:14%; PBS_RIF_DDmtb:13%	0.1723	0.0512027955934499	279.23	334	340	347	221	178	277.79	247.31
Rv2081c	Rv2081c	transmembrane protein	acidic_tyloxopol:11%	0.1812	0.101203203715078	281.98	294	335	337	240	215	334.09	295.56
Rv2958c	Rv2958c	PGL/p-HBAD biosynthesis glycosyltransferase	hypoxia_late:17%; hypoxia_rar:11%	0.1863	0.165937004358054	276.74	291	308	265	242	280	48.98	43.06
pks10	Rv1660	chalcone synthase	nutrient_limitation:17%; PBS_RIF_DDmtb:16%; hypoxia_late:12%	0.1798	0.125569190868297	278.95	311	326	290	238	236	95.73	84.73
Rv1770	Rv1770	hypothetical protein	hypoxia_late:10%	0.1754	0.0669588940605483	286.74	321	360	350	245	180	283.24	251.65
gnd1	Rv1844c	6-phosphogluconate dehydrogenase	low_iron:7%	0.1675	0.038857860701366	281.69	351	371	309	239	166	285.94	255.47
Rv3000	Rv3000	transmembrane protein	PBS_RIF_DDmtb:11%	0.2026	0.24701681669632	288.64	252	270	277	269	384	51.64	44.84
Rv0195	Rv0195	two component transcriptional regulator	ctl_stationary:19%; hypoxia_late:16%; human_sputum:12%; nutrient_limitation:12%; PBS_RIF_DDmtb:11%	0.3039	0.581654043034341	310.14	200	168	188	456	670	7.04	5.4
erg3	Rv1814	membrane-bound C-5 sterol desaturase	PBS_RIF_DDmtb:14%	0.2015	0.224241788706005	301.27	241	303	335	291	342	49.5	42.97
Rv1898	Rv1898	hypothetical protein	ctl_stationary:9%	0.1885	0.165207732784678	297.02	287	351	341	263	250	342.02	301.23
Rv2520c	Rv2520c	membrane protein	hypoxia_late:10%	0.2542	0.447480631939995	315.82	229	251	258	376	503	65.57	54.94
Rv2897c	Rv2897c	hypothetical protein	hypoxia_late:36%; microaerophilic:17%; PBS_RIF_DDmtb:11%	0.2756	0.507247845673351	325.92	213	265	302	295	617	27.42	22.55
carB	Rv1384	carbamoyl-phosphate synthase large subunit	hypoxia_late:13%; zinc_limitation:12%	0.1677	0.0581020567451523	287.52	350	380	312	229	190	75.19	67.08
tatC	Rv2093c	Sec-independent protein translocase transmembrane protein TatC	butyrate:11%; butyrate_plus_glucose:10%	0.1695	0.0679350204035067	291.07	346	377	324	246	185	381.62	340.55
hisD	Rv1599	histidinol dehydrogenase	microaerophilic:34%	0.174	0.0873477388898786	294.04	333	368	333	259	195	358.39	318.84
cyp138	Rv0136	cytochrome P450 Cyp138	hypoxia_fatty_acids:23%	0.2106	0.324231370550757	302.9	259	293	318	301	347	27.67	23.8
MT2983	MT2983	hypothetical protein	hypoxia_late:10%	0.175	0.124491929813728	291.59	325	334	317	249	240	108.53	96.31
Rv0688	Rv0688	ferredoxin reductase	microaerophilic:13%	0.1786	0.142075013796968	301.34	317	364	354	257	227	126.9	112.48
folE	Rv3609c	GTP cyclohydrolase I	microaerophilic:24%; PBS_RIF_DDmtb:11%	0.2009	0.269907123861344	303.95	337	348	356	272	219	295.68	258.19
Rv1358	Rv1358	transcriptional regulator	hypoxia_late:29%; ctl_stationary:13%; human_sputum:12%; PBS_RIF_DDmtb:10%	0.1899	0.206658180281414	302.55	263	341	339	252	324	11.82	10.25
Rv1125	Rv1125	hypothetical protein	hypoxia_late:20%	0.1835	0.200129685437375	298.33	300	338	307	268	281	59.7	52.64
tcrX	Rv3765c	two component transcriptional regulator TcrX	acidic:10%	0.1932	0.244492062285073	301.81	271	304	315	277	345	65.89	57.69
leuX	Rvnt17	tRNA-Leu	hypoxia_late:13%; tyloxopol:11%	0.2752	0.637471119880339	309.77	221	101	106	619	779	51.55	42.03
folC	Rv2447c	folylpolyglutamate synthase FolC	hypoxia_late:10%	0.1789	0.135331225187544	307.34	299	378	374	284	217	251.44	222.86
Rv1414	Rv1414	hypothetical protein	hypoxia_late:20%	0.2428	0.478461079699644	323.15	232	226	255	396	564	34.09	28.66
MT2554.2	MT2554.2	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:10%	0.2827	0.611618636053842	323.68	234	185	215	462	620	22.38	18.08
glmS	Rv3436c	glucosamine--fructose-6-phosphate aminotransferase	zinc_limitation:14%	0.1704	0.08480370858166	303.18	336	375	371	247	207	135.42	120.63
MT0768.1	MT0768.1	hypothetical protein	hypoxia_late:20%; PBS_RIF_DDmtb:13%; ctl_stationary:11%	0.3328	0.704980886822459	314.37	212	85	100	622	896	19.9	15.06
Rv3271c	Rv3271c	integral membrane protein	butyrate:20%; PBS_RIF_DDmtb:17%; hypoxia_fatty_acids:11%	0.1653	0.0719694266896499	301.79	365	394	332	254	189	497.51	445.28
rpsB	Rv2890c	30S ribosomal protein S2	hypoxia_rar:10%; hypoxia_hypoxic:10%	0.1779	0.144070093648317	310.04	355	374	382	265	197	562.5	499.04
Rv1002c	Rv1002c	dolichyl-phosphate-mannose--protein mannosyltransferase	hypoxia_late:10%	0.1752	0.14256402121658	303.29	305	342	368	261	249	81.94	72.64
rplC	Rv0701	50S ribosomal protein L3	acidic:9%	0.1665	0.0814974472931844	302.5	356	391	327	266	194	2410.53	2156.12
pyrF	Rv1385	orotidine 5'-phosphate decarboxylase	hypoxia_late:20%	0.1748	0.140462723650875	305.21	329	362	358	255	234	161.68	143.6
argC	Rv1652	N-acetyl-gamma-glutamyl-phoshate reductase	hypoxia_late:23%; hypoxia_hypoxic:10%	0.2018	0.326737862393407	310.82	292	291	352	286	336	42.29	36.69
Rv0689c	Rv0689c	hypothetical protein	hypoxia_late:29%	0.2533	0.533377189965158	328.63	251	221	248	415	567	45.04	37.59
accD4	Rv3799c	propionyl-CoA carboxylase subunit beta AccD	acidic:12%	0.2163	0.360894818145408	329.36	239	292	321	276	560	1291.28	1115.23
Rv1816	Rv1816	HTH-type transcriptional regulator	human_sputum:10%	0.1665	0.0860086212293967	304.59	357	379	344	256	206	422.16	377.51
MT1488	MT1488	hypothetical protein	tyloxopol:9%	0.2241	0.458266391147267	318.65	268	209	285	368	500	179.57	153.6
Rv2742c	Rv2742c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%	0.1861	0.219029826992033	317.44	295	367	353	300	277	112.63	99.3
Rv0887c	Rv0887c	hypothetical protein	low_iron:21%; PBS_RIF_DDmtb:13%	0.2576	0.559031310964982	341.93	280	281	300	392	477	36.7	30.59
Rv3204	Rv3204	DNA-methyltransferase	PBS_RIF_DDmtb:9%	0.1831	0.260536431168095	310.26	310	315	299	275	355	172	151.94
PE_PGRS10	Rv0747	PE-PGRS family protein PE_PGRS10	microaerophilic:31%; hypoxia_late:12%	0.1954	0.291229709855568	326.86	348	412	377	281	233	60.44	52.85
embR	Rv1267c	transcriptional regulator EmbR	ctl_stationary:23%; hypoxia_late:17%; PBS_RIF_DDmtb:11%	0.2109	0.34074647285045	342.04	238	309	340	362	484	19.41	16.66
Rv1684	Rv1684	hypothetical protein	human_sputum:8%	0.1914	0.31877788793102	315.13	293	289	259	303	447	151.45	132.89
Rv0078	Rv0078	transcriptional regulator	hypoxia_late:19%	0.2014	0.373860232538005	324.77	258	254	293	338	511	39.48	34.26
Rv1382	Rv1382	hypothetical protein	hypoxia_late:17%; zinc_limitation:11%	0.1926	0.34814246979426	313.91	289	263	210	322	526	53.93	47.15
PE_PGRS5	Rv0297	PE-PGRS family protein PE_PGRS5	acidic:16%; low_iron:10%	0.1815	0.213940698268111	326.64	367	402	397	278	212	246.59	218.14
lprD	Rv1343c	lipoprotein LprD	low_iron:24%; human_sputum:18%	0.2056	0.37375007097405	336.07	254	287	295	373	497	65.58	56.85
fadE17	Rv1934c	acyl-CoA dehydrogenase FadE17	hypoxia_late:38%	0.1817	0.267820760582919	324.41	306	354	330	293	341	48.37	42.7
Rv1723	Rv1723	hydrolase	hypoxia_late:31%	0.1833	0.295162158382322	324.64	290	320	329	297	392	34.21	30.05
Rv2704	Rv2704	hypothetical protein	butyrate_plus_glucose:12%; low_iron:10%	0.1742	0.22826245077155	313.87	339	344	310	273	306	172.51	153.34
Rv2969c	Rv2969c	hypothetical protein	zinc_limitation:9%	0.1582	0.075697785984938	319.23	400	415	349	271	191	545.08	490.26
Rv0950c	Rv0950c	hypothetical protein	zinc_limitation:14%	0.1963	0.38062102686928	325.34	393	331	411	290	221	183.34	160.37
MT2015	MT2015	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	0.292	0.731857059402423	341.92	269	135	158	586	765	35.78	28.71
Rv2998A	Rv2998A	conserved hypothetical protein	hypoxia_late:45%	0.2524	0.629566689350329	345.8	267	200	214	469	687	39.72	33.1
