GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_DMSO_RIF
dxs2	Rv3379c	1-deoxy-D-xylulose 5-phosphate synthase	hypoxia_late:32%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	0.3502	0.123742864062803	187.22	180	188	159	179	234	14.24	10.49
Rv1119c	Rv1119c	hypothetical protein	hypoxia_late:11%	0.403	0.203666712408141	200.24	145	132	262	208	276	123.01	88.61
fadE15	Rv1467c	acyl-CoA dehydrogenase FadE15	PBS_RIF_DDmtb:15%; low_iron:13%	0.309	0.0318765635113109	202.62	153	298	356	152	107	102.68	80.1
Rv1778c	Rv1778c	hypothetical protein	hypoxia_rar:10%	0.3094	0.0424001069837555	193.89	169	259	247	161	147	207.88	162.48
Rv2960c	Rv2960c	hypothetical protein	hypoxia_rar:12%	0.3199	0.0645294386901078	190.89	160	227	226	184	163	276.01	214.13
Rv3830c	Rv3830c	TetR family transcriptional regulator	butyrate_plus_glucose:41%; butyrate:11%	0.4155	0.223358009895622	203.52	168	145	200	202	323	21.78	15.17
Rv0431	Rv0431	tuberculin-like peptide	tyloxopol:14%; high_iron:12%	0.2857	0.023041575881069	190.64	196	282	214	158	122	396.61	315.78
Rv0842	Rv0842	integral membrane protein	acidic_tyloxopol:16%; nutrient_limitation:11%	0.3073	0.0622477644403535	187.64	188	236	169	169	180	43.96	34.17
Rv3861	Rv3861	hypothetical protein	hypoxia_fatty_acids:35%; zinc_limitation:24%	0.4372	0.245324493808674	208.43	151	136	217	215	355	40.97	28.48
Rv0235c	Rv0235c	transmembrane protein	hypoxia_late:13%	0.3096	0.0518292849944126	197.92	166	264	244	178	150	60.68	47.29
Rv1987	Rv1987	chitinase	tyloxopol:16%; INDIGO_exponential:11%	0.3035	0.0318614138657781	206.34	176	330	304	144	120	447.61	352.28
Rv3122	Rv3122	hypothetical protein	microaerophilic:24%; zinc_limitation:14%	0.2809	0.0246955424418969	187.38	215	272	154	168	142	301.52	240.95
Rv2993c	Rv2993c	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	tyloxopol:13%; INDIGO_exponential:10%	0.3299	0.0638842560624819	208.64	149	291	310	176	146	121.96	94.04
Rv2312	Rv2312	hypothetical protein	hypoxia_late:13%; ctl_stationary:11%	0.3721	0.212437443187575	193.61	208	120	99	230	364	60.06	44.23
MT0932	MT0932	hypothetical protein	human_sputum:17%; hypoxia_late:12%	0.4873	0.352652537608674	189.5	273	33	60	273	497	44.03	28.77
Rv3915	Rv3915	peptidoglycan hydrolase	PBS_RIF_DDmtb:8%	0.2965	0.025548791879607	207.77	172	313	325	170	104	286.67	226.36
ftsZ	Rv2150c	cell division protein FtsZ	hypoxia_hypoxic:9%	0.2729	0.0135599112949232	195.95	218	308	195	180	106	411.19	330.61
Rv3377c	Rv3377c	type B diterpene cyclase	human_sputum:12%	0.279	0.0207689595852276	197.56	207	315	211	165	116	181.04	144.89
Rv0378	Rv0378	hypothetical protein	hypoxia_late:58%	1.0861	0.543576993304214	176.39	481	1	11	222	638	7.14	1.23
Rv2478c	Rv2478c	hypothetical protein	hypoxia_late:28%; hypoxia_rar:12%	0.382	0.215636013245487	207	193	153	160	220	331	33.65	24.45
Rv0455c	Rv0455c	hypothetical protein	human_sputum:17%	0.3768	0.129934009675983	238.25	86	288	465	139	309	494.88	368.01
Rv3528c	Rv3528c	hypothetical protein	hypoxia_late:12%; human_sputum:11%	0.3206	0.0646941598926141	223.32	148	303	379	186	145	142.74	110.44
Rv3719	Rv3719	hypothetical protein	acidic_tyloxopol:8%	0.2675	0.0186845398605202	193.6	248	304	128	172	143	137.29	110.76
vapB6	Rv0657c	antitoxin VapB6	INDIGO_exponential:8%	0.3834	0.24328919097474	206.64	211	123	111	256	389	95.12	69.62
iunH	Rv3393	nucleoside hydrolase	hypoxia_late:19%	0.3013	0.0708773050550111	195.81	200	241	155	185	203	58.66	45.87
MT1742	MT1742	hypothetical protein	tyloxopol:11%; INDIGO_exponential:11%	0.3514	0.167144605016862	213.84	189	194	207	212	272	117.33	88.39
Rv3172c	Rv3172c	hypothetical protein	human_sputum:10%	0.3561	0.170993557707937	223.34	144	211	306	219	253	61.28	45.82
Rv2253	Rv2253	hypothetical protein	PBS_RIF_DDmtb:21%; human_sputum:15%; ctl_stationary:14%; hypoxia_late:11%	0.4057	0.270679608495169	218.68	206	134	156	231	413	23.23	16.33
ahpD	Rv2429	alkyl hydroperoxide reductase AphD	zinc_limitation:16%	0.268	0.0194135933456898	199	235	306	162	193	123	702.33	567.42
Rv2311	Rv2311	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	0.4133	0.252594537317213	227.39	165	155	301	226	314	27.91	19.59
trpT	Rvnt08	tRNA-Trp	zinc_limitation:20%; human_sputum:13%	0.3052	0.0708231478903522	212.71	183	255	266	195	173	790.3	619.53
moaX	Rv3323c	MoaD-MoaE fusion protein MoaX	hypoxia_late:13%; human_sputum:11%	0.3413	0.12749360228101	223.65	161	247	322	203	201	57.66	43.66
vapB28	Rv0608	antitoxin VapB28	INDIGO_exponential:10%	0.3067	0.0506206070809637	235.67	156	341	435	197	119	1157.17	906.69
Rv2750	Rv2750	dehydrogenase	ctl_exponential:8%	0.2784	0.028197993505742	221.8	203	331	285	190	129	325.51	260.6
pks11	Rv1665	chalcone synthase	hypoxia_late:11%	0.2746	0.0279025397781483	223.28	216	323	282	187	134	208.67	167.29
oxyR'	Rv2427A	hypothetical protein	PBS_RIF_DDmtb:26%; hypoxia_late:21%	0.3851	0.292191484308966	214.8	280	104	62	264	494	19.7	14.02
MT0725	MT0725	hypothetical protein	hypoxia_hypoxic:10%	0.3774	0.240882356002949	230.49	185	163	243	234	348	189.11	139.19
Rv0465c	Rv0465c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%; low_iron:17%	0.2905	0.0487208369671757	235.2	194	332	348	188	148	100.67	79.64
MT3014	MT3014	hypothetical protein	hypoxia_late:13%; hypoxia_rar:10%	0.3522	0.242395962223932	216.81	247	127	89	261	443	97.92	73.3
Rv0259c	Rv0259c	hypothetical protein	hypoxia_late:27%; ctl_stationary:16%; PBS_RIF_DDmtb:13%	0.4413	0.275681221591582	259	134	237	437	228	306	17.59	11.9
MT0431	MT0431	hypothetical protein	hypoxia_late:21%; low_iron:19%	0.5654	0.549010764805401	206.08	438	18	16	362	556	24.1	14.16
Rv0610c	Rv0610c	hypothetical protein	hypoxia_late:15%	0.2786	0.058753758274004	209.51	243	279	140	200	199	63.88	50.88
vapB14	Rv1952	antitoxin VapB14	human_sputum:12%; acidic_tyloxopol:10%	0.6633	0.462694340273742	242.8	313	72	280	194	444	21.14	11.15
vapC44	Rv3320c	ribonuclease VapC44	INDIGO_exponential:15%; tyloxopol:14%; high_iron:11%	0.3032	0.0937310816629957	229.18	190	271	300	211	185	161.87	126.79
disA	Rv3586	DNA integrity scanning protein DisA	zinc_limitation:13%; tyloxopol:10%	0.2659	0.0243306610736561	227.32	252	337	239	191	141	209.29	168.93
MT3876	MT3876	hypothetical protein	tyloxopol:9%	0.2887	0.0502591415953508	245.57	192	345	383	206	144	380.51	301.94
Rv1354c	Rv1354c	hypothetical protein	hypoxia_late:15%	0.2714	0.0472828815176943	218.7	246	314	174	192	182	53.59	42.9
PE_PGRS20	Rv1068c	PE-PGRS family protein PE_PGRS20	hypoxia_late:42%	0.3095	0.135333586522218	225.2	229	254	171	217	261	22.99	17.69
cyp121	Rv2276	cytochrome P450 Cyp121	human_sputum:16%; tyloxopol:12%; high_iron:11%	0.2906	0.0878549338118656	224.07	217	266	228	205	207	51.71	40.73
Rv3642c	Rv3642c	hypothetical protein	human_sputum:17%	0.3462	0.197985900047506	254.01	182	258	355	232	258	165.21	125.19
PPE57	Rv3425	PPE family protein PPE57	nutrient_limitation:19%; hypoxia_rar:13%; human_sputum:11%	0.2969	0.0984292715864942	237.29	201	295	288	216	196	130.2	102.52
oppC	Rv1282c	oligopeptide ABC transporter permease OppC	hypoxia_late:8%	0.2728	0.0614219944739474	226.19	258	302	165	214	204	98.95	79.29
mmaA4	Rv0642c	hydroxymycolate synthase MmaA4	tyloxopol:8%	0.263	0.0258612720957045	243.54	245	380	279	221	128	714.31	578.76
Rv3769	Rv3769	hypothetical protein	INDIGO_exponential:9%	0.291	0.0671868079498066	255.24	191	351	411	218	151	602.77	477.43
ptrBb	Rv0782	protease II ptrBb	human_sputum:17%; hypoxia_late:14%	0.2673	0.0505071815549042	227.72	265	324	168	204	194	57.71	46.35
parD1	Rv1960c	antitoxin ParD1	hypoxia_fatty_acids:34%	0.3059	0.160722707999242	235.81	234	239	172	243	300	139.89	109.21
umaA	Rv0469	mycolic acid synthase UmaA	nutrient_limitation:16%; human_sputum:16%	0.2747	0.0384803777091743	251.89	205	365	373	225	135	597.25	479.25
Rv1574	Rv1574	phage protein	microaerophilic:16%; hypoxia_late:12%; PBS_RIF_DDmtb:12%; ctl_stationary:11%	0.4014	0.359911460610278	242.28	282	111	130	309	463	31.44	22.29
Rv3863	Rv3863	hypothetical protein	human_sputum:9%	0.2795	0.065055796841429	248.99	223	347	324	210	165	102.33	81.59
PPE5	Rv0304c	PPE family protein PPE5	hypoxia_late:29%; ctl_stationary:13%; human_sputum:13%	0.3978	0.239659397538246	293.03	128	355	578	141	381	13.58	9.64
mmpL1	Rv0402c	transmembrane transport protein MmpL1	hypoxia_late:16%	0.2723	0.0509130630090648	251.7	226	356	350	207	152	54.61	43.65
argS	Rv1292	arginine--tRNA ligase	hypoxia_rar:10%	0.2601	0.0313704140653792	246.85	267	371	265	199	158	123.01	99.62
Rv0348	Rv0348	transcriptional regulator	hypoxia_fatty_acids:10%	0.3085	0.171805816475816	250.17	224	261	245	238	285	53.33	41.48
MT2895	MT2895	hypothetical protein	hypoxia_late:21%	0.5992	0.5127527714386	264.36	332	78	276	245	483	42.65	24.63
rpsR1	Rv0055	30S ribosomal protein S18	zinc_limitation:21%; hypoxia_rar:13%	0.2632	0.0362492955174905	250.06	260	362	286	213	154	830.6	672.11
Rv1682	Rv1682	hypothetical protein	nutrient_limitation:19%; PBS_RIF_DDmtb:11%	0.3026	0.161695991876985	246.31	225	263	231	246	268	42.21	32.88
Rv0095c	Rv0095c	hypothetical protein	hypoxia_late:22%; zinc_limitation:16%; ctl_stationary:10%	0.3541	0.274485363835321	259.18	228	193	261	263	366	42.92	31.92
Rv1358	Rv1358	transcriptional regulator	hypoxia_late:29%; ctl_stationary:13%; human_sputum:12%; PBS_RIF_DDmtb:10%	0.2873	0.111204101773098	250.51	232	334	274	201	222	12.7	9.84
MT3962	MT3962	hypothetical protein	hypoxia_rar:11%	0.4577	0.405001394007602	280.56	270	154	275	274	474	75.8	51.6
Rv2000	Rv2000	hypothetical protein	hypoxia_late:21%; ctl_stationary:11%	0.3175	0.172050238833436	272.03	202	336	393	224	229	22.93	17.52
Rv3468c	Rv3468c	dTDP-glucose 4,6-dehydratase	hypoxia_late:23%; ctl_stationary:11%	0.3177	0.215542732223698	260.46	242	265	219	244	340	21.83	16.63
ndh	Rv1854c	NADH dehydrogenase	zinc_limitation:12%	0.261	0.0374588587600418	263.41	256	383	340	223	149	211.98	171.64
Rv1888c	Rv1888c	transmembrane protein	INDIGO_exponential:8%	0.2979	0.127454307874038	265.27	214	350	335	229	215	115.04	90.64
cysW	Rv2398c	sulfate ABC transporter permease CysW	nutrient_limitation:23%; PBS_RIF_DDmtb:21%	0.2698	0.0962721628497892	243.73	279	309	158	240	247	75.99	60.96
cysU	Rvnt33	tRNA-Cys	hypoxia_late:16%; human_sputum:14%; zinc_limitation:13%	0.3986	0.487471082902979	240.15	371	58	38	378	625	77.61	55.22
lysA	Rv1293	diaminopimelate decarboxylase	INDIGO_exponential:8%	0.2485	0.0266718133737743	258.56	289	392	249	235	156	244.01	199.49
MT3033	MT3033	hypothetical protein	hypoxia_late:23%	0.4665	0.488777214702352	272.28	317	122	166	330	511	28.93	19.19
vapB2	Rv0300	antitoxin VapB2	INDIGO_exponential:10%	0.2589	0.0564465282837273	251.17	278	349	212	236	195	632.63	513.6
Rv0078A	Rv0078A	hypothetical protein	hypoxia_fatty_acids:8%	0.2579	0.0528542375072308	256.09	275	357	241	233	189	248.95	202.08
Rv2917	Rv2917	hypothetical protein	hypoxia_late:25%; PBS_RIF_DDmtb:11%	0.2858	0.129822382708676	265.06	236	343	290	241	224	29.84	23.49
Rv0339c	Rv0339c	transcriptional regulator	hypoxia_late:20%	0.2785	0.0868832237190571	280.43	213	389	445	237	167	59.2	47.08
Rv0249c	Rv0249c	succinate dehydrogenase membrane anchor subunit	tyloxopol:10%	0.2471	0.0374447923672368	257.39	293	388	209	247	175	329.96	270.43
Rv2562	Rv2562	conserved hypothetical protein	human_sputum:20%	0.354	0.313872253592246	282.22	231	216	277	278	432	41.7	31.12
Rv2514c	Rv2514c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_late:12%	0.3778	0.329115468032839	292.28	198	228	396	295	370	34.82	25.3
MT1760	MT1760	hypothetical protein	hypoxia_late:13%	0.3305	0.27095561684616	277.14	237	234	248	283	399	177.68	136.36
cut1	Rv1758	cutinase	hypoxia_late:36%; ctl_stationary:23%; PBS_RIF_DDmtb:14%	0.5054	0.548521776226731	287.39	367	96	255	315	488	8.94	5.32
Rv3378c	Rv3378c	diterpene synthase	hypoxia_late:19%	0.289	0.141187950190954	280.55	221	338	398	248	219	75.7	59.78
PE_PGRS62	Rv3812	PE-PGRS family protein PE_PGRS62	hypoxia_late:17%	0.258	0.0697634722679786	263.32	283	366	232	239	210	74.6	60.38
MT0069	MT0069	hypothetical protein	microaerophilic:17%; cholesterol:12%	0.2991	0.213252452302154	269.95	254	262	237	257	346	205.27	161.42
Rv1526c	Rv1526c	glycosyltransferase	hypoxia_late:21%; human_sputum:13%	0.2669	0.117598531417764	256.21	291	317	149	252	292	39.97	32
Rv2808	Rv2808	hypothetical protein	human_sputum:14%; hypoxia_late:13%	0.3127	0.242470225280835	280.74	257	269	238	280	368	104.94	81.44
Rv1360	Rv1360	oxidoreductase	INDIGO_exponential:12%; human_sputum:11%	0.2498	0.0571964706291432	264.57	292	384	218	251	197	165.62	135.34
Rv2963	Rv2963	integral membrane protein	microaerophilic:23%; hypoxia_fatty_acids:22%	0.285	0.115716133643965	292.54	210	398	466	249	188	86.67	68.69
Rv2331	Rv2331	hypothetical protein	nutrient_limitation:11%	0.3189	0.224080777868835	294.6	197	312	461	270	263	101.93	78.56
Rv2707	Rv2707	hypothetical protein	PBS_RIF_DDmtb:12%	0.2432	0.0454260085816439	266.04	303	395	216	254	186	272.39	223.91
Rv0559c	Rv0559c	hypothetical protein	hypoxia_fatty_acids:37%	0.2639	0.0695842297083853	289.97	255	403	410	250	170	615.01	496.87
TB22.2	Rv3036c	hypothetical protein	hypoxia_late:10%	0.2628	0.10515693528233	268.81	285	335	235	253	242	115.22	93.03
Rv1219c	Rv1219c	transcriptional regulator	butyrate:20%	0.2797	0.192717900181162	274.96	288	301	192	262	344	59.81	47.52
glyV	Rvnt27	tRNA-Gly	hypoxia_late:20%; human_sputum:11%	0.5313	0.586773305554104	303.38	387	119	345	290	437	68.22	42.97
argT	Rvnt14	tRNA-Arg	hypoxia_late:13%; tyloxopol:12%; acidic_tyloxopol:11%	0.5233	0.634849903872962	292.41	432	80	229	326	510	57.44	36.44
Rv1703c	Rv1703c	methyltransferase	tyloxopol:9%	0.2678	0.078728986056918	297.65	227	417	472	269	160	688.93	554.95
vapB38	Rv2493	antitoxin VapB38	human_sputum:10%	0.2903	0.189959324655446	293.78	240	344	347	258	288	233.64	185.38
MT1075.1	MT1075.1	hypothetical protein	human_sputum:18%	0.2696	0.119217661586125	289.75	241	374	374	265	214	149.77	120.64
ppsB	Rv2932	phthiocerol synthesis polyketide synthase type I PpsB	zinc_limitation:12%; human_sputum:12%; hypoxia_rar:12%	0.2277	0.0264343338030726	277.15	338	441	181	291	178	148.6	123.34
vapB5	Rv0626	antitoxin VapB5	tyloxopol:10%	0.2541	0.0829654038440712	289.33	287	393	312	259	211	574.95	468.26
PE_PGRS60	Rv3652	PE-PGRS family-related protein PE_PGRS60	hypoxia_late:23%	0.3159	0.280253977094421	298.33	250	249	326	301	375	82.77	63.85
pks6	Rv0405	membrane bound polyketide synthase	hypoxia_late:23%; ctl_stationary:11%	0.2419	0.0605023242303055	284.22	299	413	273	279	181	101.6	83.45
Rv3386	Rv3386	transposase	hypoxia_late:41%	0.2854	0.238078490229536	286.13	300	267	157	299	445	39.36	30.99
Rv1046c	Rv1046c	hypothetical protein	human_sputum:20%	0.2737	0.151214854892219	295.24	251	364	360	272	241	160.7	129.04
plcA	Rv2351c	membrane-associated phospholipase A	ctl_stationary:14%; hypoxia_late:13%; human_sputum:11%	0.2753	0.125876746605957	308.71	238	421	475	255	200	70.59	56.34
MT2501	MT2501	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:25%	0.4697	0.665207131332166	286.84	470	66	96	389	643	17.75	11.35
Rv0238	Rv0238	transcriptional regulator	human_sputum:9%	0.2468	0.0772527445128564	286.96	298	396	271	266	218	228.24	186.64
MT1054.1	MT1054.1	hypothetical protein	butyrate_plus_glucose:13%; acidic_tyloxopol:11%	0.3558	0.345428221214075	321.99	222	280	394	308	428	99.07	74.16
PPE63	Rv3539	PPE family protein PPE63	hypoxia_late:17%	0.2994	0.220785130082052	310.09	220	369	436	260	289	27.48	21.37
scpA	Rv1709	segregation and condensation protein ScpA	high_iron:12%	0.2356	0.0526003349525674	284.29	322	415	224	271	212	242.75	200.3
Rv1958c	Rv1958c	hypothetical protein	hypoxia_fatty_acids:14%	0.2861	0.247447857283537	290.19	304	270	180	313	408	46.1	36.37
Rv3833	Rv3833	AraC family transcriptional regulator	hypoxia_fatty_acids:19%; butyrate:12%	0.3159	0.283442953316322	310.67	239	290	361	294	380	32.32	24.77
Rv1961	Rv1961	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	0.2987	0.249835913428361	300.57	277	300	263	285	385	57.46	44.94
MT1266	MT1266	hypothetical protein	PBS_RIF_DDmtb:12%	0.3027	0.261834772197756	305.21	253	296	315	296	372	181.62	142.47
Rv0464c	Rv0464c	hypothetical protein	low_iron:15%; tyloxopol:10%	0.2565	0.0828734797111843	305.41	274	416	408	267	193	339.49	275.61
Rv1523	Rv1523	methyltransferase	hypoxia_late:15%	0.31	0.274050525320675	316.84	244	322	392	275	363	25.49	19.57
Rv0420c	Rv0420c	transmembrane protein	PBS_RIF_DDmtb:8%	0.2483	0.112898913595677	286.36	316	376	198	287	270	204.56	167.17
PPE8	Rv0355c	PPE family protein PPE8	hypoxia_late:23%; ctl_stationary:15%; human_sputum:11%	0.2551	0.0737943151252798	312.77	259	474	498	242	161	24.55	19.76
Rv0749A	Rv0749A	hypothetical protein	human_sputum:12%	0.3654	0.404742964604561	322.69	268	225	296	318	548	90.05	66.52
Rv0556	Rv0556	transmembrane protein	INDIGO_exponential:9%	0.2499	0.105635724398063	292.53	301	390	260	277	245	207.72	169.57
pyrR	Rv1379	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	zinc_limitation:10%	0.2602	0.10539392416109	311.77	266	412	429	276	206	266.65	215.79
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.4081	0.623607039257305	295.86	401	71	109	415	715	28.56	19.72
dacB1	Rv3330	penicillin-binding protein DacB	hypoxia_late:17%; tyloxopol:12%; high_iron:12%	0.2558	0.0814879434069169	315.1	271	447	458	268	179	219.22	178.02
vapC41	Rv2602	ribonuclease VapC41	INDIGO_exponential:10%; tyloxopol:10%	0.24	0.0849984891974077	291.89	312	401	246	284	231	353.64	291.31
hisE	Rv2122c	phosphoribosyl-ATP pyrophosphatase	low_iron:25%; hypoxia_late:16%; PBS_RIF_DDmtb:11%	0.3905	0.573436283693469	306.43	383	126	139	400	622	27.09	19.18
vapB42	Rv2760c	antitoxin VapB42	hypoxia_late:29%	0.3264	0.339112191225282	317.19	269	243	313	317	465	72.46	55.3
Rv1290A	Rv1290A	hypothetical protein	hypoxia_late:26%; human_sputum:13%	0.3517	0.519617318505219	299.52	354	150	90	394	683	28.65	21.03
Rv0698	Rv0698	hypothetical protein	hypoxia_late:19%	0.2901	0.243390449392429	321.99	262	353	382	293	327	64.64	50.85
thrU	Rvnt39	tRNA-Thr	hypoxia_late:25%	0.5895	0.73455021065061	314.47	487	49	178	395	696	36.2	20.7
proX	Rv3759c	glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding lipoprotein ProX	high_iron:8%	0.2343	0.0631333833520478	310.38	321	448	316	286	205	256.46	211.68
Rv2085	Rv2085	hypothetical protein	hypoxia_late:17%	0.2917	0.296490414052685	316.56	295	284	230	328	469	86.1	67.79
Rv0987	Rv0987	adhesion component ABC transporter permease	hypoxia_late:14%; PBS_RIF_DDmtb:13%; ctl_stationary:11%	0.2321	0.077469872374962	304.61	339	451	240	281	236	62.82	51.83
Rv1985c	Rv1985c	HTH-type transcriptional regulator	ctl_stationary:15%; hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:10%	0.2817	0.236968594331766	336.41	263	379	471	288	301	54.16	42.85
MT0416	MT0416	hypothetical protein	hypoxia_late:16%; ctl_stationary:12%; hypoxia_hypoxic:12%	0.3883	0.619882106850958	317.7	400	108	136	443	677	67.16	48.11
Rv2520c	Rv2520c	membrane protein	hypoxia_late:10%	0.2644	0.231910784330514	307.63	331	310	145	338	461	154.54	124.46
Rv2117	Rv2117	hypothetical protein	hypoxia_late:9%	0.3453	0.370040309690015	360.79	230	339	524	348	394	69.98	52.5
Rv1580c	Rv1580c	phage protein	hypoxia_late:11%	0.3273	0.355971126231555	345.23	272	311	349	334	476	70.61	53.85
gluU	Rvnt35	tRNA-Glu	hypoxia_late:18%; human_sputum:10%	0.3978	0.574802570696974	345.82	342	149	302	405	614	84.02	59.67
Rv3209	Rv3209	hypothetical protein	tyloxopol:13%; butyrate_plus_glucose:10%; high_iron:10%	0.2437	0.111701985764474	318.46	308	420	342	298	238	241.61	197.92
Rv3126c	Rv3126c	hypothetical protein	hypoxia_late:16%; ctl_stationary:15%; hypoxia_hypoxic:15%	0.6814	0.738795706577314	358.79	537	105	380	305	592	8.23	3.59
Rv1584c	Rv1584c	phage protein	ctl_stationary:10%; nutrient_limitation:10%	0.2786	0.269559766963837	338.58	284	342	375	327	369	186.93	148.81
Rv1906c	Rv1906c	hypothetical protein	human_sputum:9%	0.2436	0.106243251709313	341.16	305	488	434	297	217	457.8	375.61
Rv3796	Rv3796	hypothetical protein	hypoxia_late:17%; human_sputum:12%	0.2638	0.209456612136361	342.06	286	410	441	307	282	60.68	48.74
tmk	Rv3247c	thymidylate kinase	PBS_RIF_DDmtb:33%; nutrient_limitation:12%	0.2355	0.108545918373886	327.18	324	446	329	304	248	240.7	198.54
pstB	Rv0933	phosphate ABC transporter ATP-binding protein PstB	INDIGO_exponential:10%	0.2416	0.147246735345393	324.94	314	423	327	311	260	143.38	117.77
Rv0991c	Rv0991c	hypothetical protein	ctl_stationary:21%; hypoxia_fatty_acids:20%; microaerophilic:10%	0.2648	0.216730687885316	350.75	276	434	476	321	271	272.35	220.11
Rv2548A	Rv2548A	hypothetical protein	acidic_tyloxopol:8%	0.2699	0.214971261906408	363.8	264	457	572	320	254	247.17	198.24
Rv3857c	Rv3857c	membrane protein	human_sputum:13%	0.2414	0.153784788621707	334.97	319	436	343	310	277	541.63	445.09
Rv2132	Rv2132	hypothetical protein	ctl_stationary:14%	0.2706	0.272118688835812	343.77	307	360	308	339	410	172.43	138.51
Rv2433c	Rv2433c	hypothetical protein	hypoxia_late:16%; PBS_RIF_DDmtb:10%	0.3045	0.390952726430596	345.21	310	252	292	383	518	65.41	50.72
Rv1728c	Rv1728c	hypothetical protein	tyloxopol:11%	0.2325	0.123365623198398	334.7	345	456	307	316	264	177	146.26
Rv1261c	Rv1261c	hypothetical protein	butyrate:10%	0.2592	0.211133117995274	351.29	296	435	443	312	287	160.65	130.05
irtB	Rv1349	iron ABC transporter ATP-binding protein/permease IrtB	low_iron:24%; hypoxia_late:16%	0.2627	0.214812001890335	356.22	290	444	491	303	279	39.04	31.3
Rv1287	Rv1287	HTH-type transcriptional regulator	acidic_tyloxopol:24%; hypoxia_fatty_acids:13%	0.2771	0.234552595113302	380.11	249	499	652	319	255	183.86	146.57
tyrA	Rv3754	prephenate dehydrogenase TyrA	tyloxopol:8%	0.2701	0.233991819669212	364.01	337	454	530	292	244	98.67	79.1
Rv1250	Rv1250	MFS-type drug transporter	hypoxia_late:12%	0.2383	0.157844795220286	336.16	325	450	319	314	284	57.39	47.06
PPE1	Rv0096	PPE family protein PPE1	hypoxia_late:49%; human_sputum:12%	0.3484	0.504906435894966	370.53	361	275	364	347	527	5.78	4.01
