GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_noDrug	Rv1473A_DMSO_noDrug
fadE27	Rv3505	acyl-CoA dehydrogenase FadE27	hypoxia_fatty_acids:14%; hypoxia_late:14%	0.2292	0.507478993586991	178.91	161	164	170	211	191	34.47	29.37
Rv2562	Rv2562	conserved hypothetical protein	human_sputum:20%	0.2516	0.52177341490055	192.73	133	156	174	218	304	43.15	36.17
MTS1338	MTS1338	small intergenic RNA	cholesterol:30%; nutrient_limitation:25%; hypoxia_fatty_acids:14%	0.4798	0.648912144807167	272.86	171	456	253	76	554	628.78	454.22
rplW	Rv0703	50S ribosomal protein L23	hypoxia_rar:10%	0.1947	0.246185817693147	174.89	192	207	180	234	84	1822.44	1604.74
Rv3705A	Rv3705A	hypothetical protein	hypoxia_late:12%	0.2326	0.542123609060977	186.81	162	150	136	217	288	51.57	43.96
Rv0572c	Rv0572c	hypothetical protein	ctl_stationary:17%; hypoxia_hypoxic:13%; hypoxia_late:11%	0.3817	0.827685671940073	210.54	223	219	175	157	291	33.68	25.59
mcr16	Rvnc0013	putative small regulatory RNA	low_iron:16%; hypoxia_fatty_acids:14%	0.2082	0.385971212500853	186.25	169	201	223	208	137	954.65	833.27
MT1121	MT1121	hypothetical protein	hypoxia_late:32%; hypoxia_hypoxic:11%	0.4023	0.879692184474512	194.54	248	25	26	337	652	9.2	6.61
Rv2468c	Rv2468c	hypothetical protein	ctl_exponential:9%	0.1997	0.318451269012608	180.09	181	203	201	241	94	550.87	483.19
Rv3712	Rv3712	ligase	hypoxia_late:27%	0.2076	0.411025467104252	181.37	172	188	188	224	140	53.66	46.68
glnQ	Rv2564	glutamine ABC transporter ATP-binding protein	hypoxia_late:11%	0.2138	0.410670349426266	200.57	174	251	230	204	152	118.86	103.17
Rv1734c	Rv1734c	hypothetical protein	nutrient_limitation:49%; cholesterol:21%	0.6752	0.574183497276878	305.69	177	615	337	57	548	491.04	309.11
fadE8	Rv0672	acyl-CoA dehydrogenase FadE8	PBS_RIF_DDmtb:17%; hypoxia_fatty_acids:15%	0.2122	0.420609647220571	199.19	164	218	243	240	142	204.45	177.66
TB15.3	Rv1636	iron-regulated universal stress protein	hypoxia_hypoxic:10%	0.2467	0.617889058921444	194.04	205	225	234	171	143	507.42	430.93
Rv2073c	Rv2073c	oxidoreductase	hypoxia_late:29%; PBS_RIF_DDmtb:12%	0.2136	0.514914543360915	184.24	173	155	148	226	227	40.26	34.8
Rv2779c	Rv2779c	Lrp/AsnC family transcriptional regulator	ctl_stationary:11%; hypoxia_late:11%; INDIGO_exponential:11%	0.212	0.467571008121253	191.71	176	199	178	236	173	101.8	88.35
esxC	Rv3890c	ESAT-6 like protein EsxC	hypoxia_rar:10%	0.2693	0.660052348060875	207.3	195	242	240	175	189	286.78	239.63
Rv2369c	Rv2369c	hypothetical protein	acidic_tyloxopol:18%; butyrate:12%	0.2563	0.654318897290462	202.36	170	177	214	215	240	88.07	74.08
PPE31	Rv1807	PPE family protein	acidic:25%; acidic_tyloxopol:12%; hypoxia_fatty_acids:11%	0.2261	0.476231142127009	204.73	159	233	204	206	226	31.91	27.29
Rv2699c	Rv2699c	hypothetical protein	ctl_stationary:15%; hypoxia_fatty_acids:14%	0.2772	0.683015881300275	215.04	175	227	251	191	236	129.92	107.91
Rv0106	Rv0106	hypothetical protein	zinc_limitation:74%	0.2103	0.502856625269971	187.34	178	173	171	222	195	27.32	23.65
kmtR	Rv0827c	HTH-type transcriptional regulator KmtR	butyrate:26%; hypoxia_fatty_acids:10%; cholesterol:10%	0.3336	0.799711621430935	221.04	263	330	218	136	183	129.13	102.92
MT1096.2	MT1096.2	hypothetical protein	hypoxia_late:55%; ctl_stationary:17%	0.6002	0.934205101999025	210.83	332	15	11	429	701	6.04	3.31
Rv1873	Rv1873	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.2666	0.713756854429646	204.13	189	115	97	259	442	15.99	13.16
fadE4	Rv0231	acyl-CoA dehydrogenase FadE4	hypoxia_late:10%	0.2221	0.557723477841332	197.94	194	215	227	205	153	47.42	40.83
argB	Rv1654	acetylglutamate kinase	microaerophilic:13%; hypoxia_hypoxic:11%; hypoxia_late:10%; zinc_limitation:10%	0.2078	0.457371875321124	200.48	185	230	197	233	162	81.08	70.56
Rv0208c	Rv0208c	tRNA (guanine-N(7)-)-methyltransferase	nutrient_limitation:10%	0.1873	0.381023515656831	192.66	207	214	202	246	110	225.94	199.78
cysD	Rv1285	sulfate adenylyltransferase subunit 2	hypoxia_fatty_acids:28%; nutrient_limitation:16%; acidic_tyloxopol:12%	0.5251	0.733985041975951	304.23	240	651	237	71	501	53.5	37.15
dacB1	Rv3330	penicillin-binding protein DacB	hypoxia_late:17%; tyloxopol:12%; high_iron:12%	0.1997	0.480200939760094	195.94	204	206	241	231	113	178.57	156.6
rpsN1	Rv0717	30S ribosomal protein S14	human_sputum:18%; hypoxia_rar:12%	0.1876	0.377466857957502	197.55	208	234	207	252	106	1123.76	994.26
Rv3127	Rv3127	hypothetical protein	cholesterol:18%; butyrate:16%; hypoxia_hypoxic:10%	0.6623	0.701543258081992	326.39	237	733	290	49	568	769.69	490.22
PE_PGRS21	Rv1087	PE-PGRS family protein PE_PGRS21	hypoxia_late:20%; cholesterol:12%	0.2036	0.515550124910219	202.11	198	213	245	232	133	83.73	73.12
Rv2561	Rv2561	conserved hypothetical protein	tyloxopol:11%	0.2545	0.758171647067107	213.57	214	175	195	203	289	67.24	56.55
Rv0232	Rv0232	transcriptional regulator	hypoxia_fatty_acids:16%; microaerophilic:11%	0.1918	0.421080154339997	203.6	200	243	221	248	121	348.2	306.97
mprA	Rv0981	two-component response regulator MrpA	nutrient_limitation:13%	0.1928	0.44028409025812	202.71	201	238	203	247	135	214.09	188.47
Rv0358	Rv0358	hypothetical protein	hypoxia_late:34%	0.2354	0.67680708054294	217.66	188	194	186	239	290	35.67	30.24
Rv3351c	Rv3351c	hypothetical protein	hypoxia_late:31%; human_sputum:16%; ctl_stationary:12%	0.2468	0.750644865519153	211.86	193	139	165	227	368	12.9	10.77
sodA	Rv3846	superoxide dismutase	acidic_tyloxopol:12%	0.2581	0.739435393231787	232.65	239	326	257	173	184	202.23	170.26
lysS	Rv3598c	lysine--tRNA ligase	PBS_RIF_DDmtb:11%	0.2122	0.587520594499058	218.95	203	264	259	214	163	75.41	65.48
Rv0538	Rv0538	membrane protein	ctl_stationary:16%; PBS_RIF_DDmtb:10%	0.1871	0.413976878073873	209.63	206	250	229	265	117	143.4	126.77
vapB44	Rv3321c	antitoxin VapB44	INDIGO_exponential:15%; tyloxopol:12%	0.2027	0.538907342204898	220.95	187	223	244	272	185	220.19	192.83
Rv0023	Rv0023	transcriptional regulator	hypoxia_late:14%	0.1908	0.467882985633028	211.83	213	256	205	235	157	121.51	107.12
whiB7	Rv3197A	transcriptional regulator WhiB7	nutrient_limitation:15%; PBS_RIF_DDmtb:12%	0.2135	0.603748243889404	234.7	191	241	222	245	279	126.93	110.04
Rv0299	Rv0299	toxin	tyloxopol:10%	0.1802	0.363895747288412	211.38	226	244	212	297	105	1097.9	976.49
ftsK	Rv2748c	DNA translocase FtsK	high_iron:10%	0.1882	0.430188934166602	219.71	210	283	250	260	118	527.17	466.29
secE2	Rv0379	protein translocase subunit SecE	tyloxopol:16%; acidic_tyloxopol:11%; butyrate_plus_glucose:10%	0.1956	0.486890648145341	222.89	197	258	261	243	164	502.95	442.72
Rv3747	Rv3747	hypothetical protein	ctl_exponential:16%	0.2329	0.743931545638298	242.84	217	278	285	223	216	299.98	257.32
vapC17	Rv2527	ribonuclease VapC17	human_sputum:18%; hypoxia_late:10%	0.2542	0.780089836155395	250.48	219	279	260	220	278	102.22	86.13
ethA	Rv3854c	monooxygenase EthA	nutrient_limitation:22%; INDIGO_exponential:14%	0.3959	0.837498618848851	290.22	249	477	226	92	526	262.61	201.03
serX	Rvnt42	tRNA-Ser	hypoxia_late:32%; hypoxia_hypoxic:15%	0.3845	0.94902642140574	237.88	282	93	143	285	477	30.1	22.7
Rv0310c	Rv0310c	hypothetical protein	INDIGO_exponential:11%; hypoxia_late:10%	0.2008	0.568324229361806	234.27	202	270	247	258	199	122.98	107.72
Rv2719c	Rv2719c	membrane protein	zinc_limitation:26%; hypoxia_late:16%	0.1796	0.441262429661051	209.64	232	235	196	270	130	257.3	228.85
rplE	Rv0716	50S ribosomal protein L5	tyloxopol:10%	0.1859	0.45893239327544	223.87	211	265	264	269	129	1204.09	1066.96
Rv3644c	Rv3644c	DNA polymerase	hypoxia_late:18%; zinc_limitation:14%	0.1817	0.493008089251906	216.44	220	228	225	271	148	110.17	97.74
MT2600.1	MT2600.1	hypothetical protein	hypoxia_late:24%; tyloxopol:12%	0.2973	0.868037523357189	272.41	196	195	263	291	453	36.83	29.9
mrsA	Rv3441c	phosphoglucosamine mutase	hypoxia_late:10%	0.1778	0.426092938877419	221.2	229	252	242	290	116	365.74	325.74
PE_PGRS22	Rv1091	PE-PGRS family protein PE_PGRS22	hypoxia_late:26%	0.225	0.775555946252232	248.31	209	221	327	263	230	115.89	99.75
Rv2307D	Rv2307D	hypothetical protein	tyloxopol:11%	0.2153	0.760590965310565	244.56	218	209	199	261	350	108.6	94.04
rplN	Rv0714	50S ribosomal protein L14	hypoxia_rar:10%	0.196	0.62823400372079	236.69	227	276	278	256	158	848.3	746.46
Rv0330c	Rv0330c	hypothetical protein	hypoxia_late:18%; hypoxia_fatty_acids:16%; ctl_stationary:14%	0.2099	0.757743035530721	240.96	215	192	238	249	320	29.83	25.86
gatC	Rv3012c	glutamyl-tRNA(GLN) amidotransferase subunit C	hypoxia_rar:14%; hypoxia_late:12%; hypoxia_hypoxic:11%	0.219	0.758252414039018	254.98	199	187	200	287	440	43.87	37.79
spoU	Rv3366	tRNA/rRNA methylase SpoU	human_sputum:25%; hypoxia_late:15%	0.255	0.793618423630692	276.36	179	229	342	278	378	42.32	35.58
echA21	Rv3774	enoyl-CoA hydratase EchA21	tyloxopol:12%	0.1876	0.570871247479443	239.18	233	299	269	268	144	601.07	531.88
Rv3643	Rv3643	hypothetical protein	hypoxia_late:39%; ctl_stationary:15%	0.3972	0.959793392055018	262.57	319	126	145	262	562	12.8	9.42
aroA	Rv3227	3-phosphoshikimate 1-carboxyvinyltransferase	PBS_RIF_DDmtb:26%; hypoxia_late:15%	0.2019	0.774262986040155	234.05	259	210	276	244	187	96.85	84.68
MT0603	MT0603	hypothetical protein	ctl_stationary:11%	0.3835	0.960001128075526	260.73	347	127	124	311	487	26.78	20.32
vapB38	Rv2493	antitoxin VapB38	human_sputum:10%	0.1893	0.615490760763592	243.16	212	245	254	299	211	248.93	219.96
recR	Rv3715c	recombination protein RecR	zinc_limitation:9%	0.1748	0.466732276227053	234.73	243	285	248	293	127	343.42	306.59
MT1798	MT1798	hypothetical protein	hypoxia_late:17%; ctl_stationary:14%; PBS_RIF_DDmtb:11%; hypoxia_hypoxic:10%	0.2939	0.914341373652294	275.97	236	99	110	457	670	24.23	19.47
MT1909	MT1909	hypothetical protein	hypoxia_late:33%	0.2919	0.937690786175274	261.25	303	149	156	251	523	47.87	39.12
Rv2705c	Rv2705c	hypothetical protein	human_sputum:11%	0.1895	0.657675399708116	252.95	221	259	239	282	266	110.19	97.27
Rv2541	Rv2541	hypothetical protein	hypoxia_late:43%	0.2148	0.825472120738021	256.08	245	226	297	257	258	102.11	88.66
cobL	Rv2072c	precorrin-6Y C(5,15)-methyltransferase	hypoxia_late:28%	0.185	0.635028288792512	245.73	231	255	231	274	239	37.06	32.74
Rv1628c	Rv1628c	hypothetical protein	hypoxia_fatty_acids:19%	0.1828	0.582240385126304	251.11	224	301	255	286	197	221.45	196.24
ispD	Rv3582c	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	microaerophilic:25%	0.1832	0.546784227383276	260.51	230	343	282	294	171	1931.93	1714.7
Rv3402c	Rv3402c	hypothetical protein	low_iron:42%; hypoxia_hypoxic:10%	0.2219	0.838810540750651	262.87	225	211	331	255	302	36.83	31.63
gluU	Rvnt35	tRNA-Glu	hypoxia_late:18%; human_sputum:10%	0.2427	0.865155066493803	273.13	234	185	192	310	496	86.42	73.37
Rv3128c	Rv3128c	conserved hypothetical protein	ctl_stationary:18%; microaerophilic:16%; hypoxia_hypoxic:15%; cholesterol:10%	0.871	0.794794209173477	408.46	366	1152	398	35	489	192.29	105.17
Rv1723	Rv1723	hydrolase	hypoxia_late:31%	0.1844	0.677781903576688	254.71	228	239	236	298	276	32.44	28.62
PE_PGRS20	Rv1068c	PE-PGRS family protein PE_PGRS20	hypoxia_late:42%	0.1979	0.75774665608199	266.95	222	257	293	283	283	25.06	21.89
acpM	Rv2244	meromycolate extension acyl carrier protein	hypoxia_hypoxic:12%	0.1771	0.613127042802254	250.8	242	262	299	319	151	6871.78	6126.99
Rv2035	Rv2035	hypothetical protein	hypoxia_fatty_acids:51%	0.2188	0.880089609665104	258.36	280	202	233	242	346	35.24	30.38
cobK	Rv2070c	precorrin-6A reductase	tyloxopol:14%; hypoxia_late:11%	0.1895	0.73787790686041	263.84	244	272	266	296	243	89.36	78.77
Rv0493c	Rv0493c	hypothetical protein	hypoxia_late:24%	0.2071	0.808617852332237	271.14	254	281	258	264	300	33.08	28.7
Rv2012	Rv2012	hypothetical protein	hypoxia_fatty_acids:30%; ctl_stationary:13%; hypoxia_late:11%	0.3291	0.957979538246085	278.46	349	205	206	237	428	10.3	7.99
nrdH	Rv3053c	glutaredoxin electron transport protein NrdH	low_iron:9%	0.1676	0.524961870395562	253.22	255	280	295	328	134	2723.43	2443.95
Rv3678A	Rv3678A	hypothetical protein	human_sputum:12%; ctl_exponential:10%	0.1733	0.576584363638734	255.7	251	300	265	300	174	746.67	667.43
Rv1104	Rv1104	para-nitrobenzyl esterase	hypoxia_late:9%	0.196	0.759439051057726	273.69	238	290	310	307	229	98.18	86.21
clpB	Rv0384c	chaperone protein ClpB	hypoxia_fatty_acids:43%	0.1772	0.636084121137138	264.14	261	323	270	312	170	106.66	94.88
fadD32	Rv3801c	long-chain-fatty-acid--AMP ligase FadD32	low_iron:9%	0.1683	0.528317096960524	267.52	266	346	275	339	141	1110.91	996.31
PE24	Rv2408	PE family protein PE24	hypoxia_late:18%	0.1921	0.767234823107435	278.12	258	307	279	301	248	74.89	65.95
fadE5	Rv0244c	acyl-CoA dehydrogenase FadE5	low_iron:23%	0.1939	0.805094459121653	277.01	288	325	335	276	177	248.03	218.48
Rv3354	Rv3354	hypothetical protein	butyrate:22%	0.2307	0.879987481152383	287.09	250	254	288	289	361	53.18	45.49
Rv2704	Rv2704	hypothetical protein	butyrate_plus_glucose:12%; low_iron:10%	0.1972	0.773099602034666	285.44	264	355	294	273	247	190.08	166.92
embB	Rv3795	arabinosyltransferase B	tyloxopol:11%; high_iron:11%; butyrate_plus_glucose:10%	0.1812	0.67088117045301	278.05	272	365	316	280	176	168.67	149.84
Rv1883c	Rv1883c	hypothetical protein	INDIGO_exponential:15%; high_iron:11%; ctl_exponential:10%	0.1693	0.581469096323728	274.42	262	347	287	338	161	1960.15	1756.57
PE_PGRS50	Rv3345c	PE-PGRS family protein PE_PGRS50	hypoxia_late:56%	0.2103	0.832868160403022	295.29	235	289	399	279	286	14.42	12.42
Rv0653c	Rv0653c	transcriptional regulator	high_iron:13%; tyloxopol:12%	0.1995	0.865107464715328	274.49	326	298	322	254	186	326.1	286.22
Rv0480c	Rv0480c	amidohydrolase	hypoxia_late:14%	0.1745	0.73244802829534	274.57	265	267	296	325	225	92.15	82.18
Rv2804c	Rv2804c	hypothetical protein	hypoxia_late:36%	0.2078	0.87828255736932	281.23	271	222	252	313	358	47.51	41.11
galU	Rv0993	UTP--glucose-1-phosphate uridylyltransferase	high_iron:10%	0.1857	0.842415543069036	266.19	309	232	328	281	193	232.92	206.22
pepA	Rv0125	serine protease PepA	hypoxia_rar:9%	0.1753	0.620923595831425	283.26	246	356	301	341	190	321.02	286.33
ethR	Rv3855	HTH-type transcriptional repressor EthR	nutrient_limitation:15%; INDIGO_exponential:13%	0.2957	0.951993123558211	314.63	482	487	280	169	223	102.05	83.58
mazF1	Rv0456A	toxin MazF1	ctl_stationary:16%; hypoxia_late:15%; INDIGO_exponential:10%	0.202	0.842521901512201	285.63	247	191	160	374	528	41.27	35.94
Rv1395	Rv1395	HTH-type transcriptional regulator	nutrient_limitation:25%; PBS_RIF_DDmtb:17%; ctl_stationary:15%	0.1928	0.848988634616302	277.67	312	291	262	284	242	57.97	50.95
rubA	Rv3251c	rubredoxin RubA	nutrient_limitation:46%; PBS_RIF_DDmtb:22%	0.1795	0.737852506039047	280.83	270	313	305	288	232	599.81	533.65
Rv2144c	Rv2144c	transmembrane protein	hypoxia_hypoxic:10%	0.1619	0.538535955930095	276.59	277	354	268	364	150	1278.79	1152.01
cobQ2	Rv3713	cobyric acid synthase CobQ	hypoxia_late:12%	0.1705	0.662158960718329	280.03	253	306	313	321	215	126.9	113.53
MT3139.1	MT3139.1	hypothetical protein	human_sputum:8%	0.1698	0.600406219403212	286.64	268	373	309	334	172	1220.85	1093.8
PE_PGRS16	Rv0977	PE-PGRS family protein PE_PGRS16	microaerophilic:25%; hypoxia_late:19%	0.1839	0.761949128663185	289.12	241	297	369	295	252	34.51	30.49
lsr2	Rv3597c	iron-regulated H-NS-like protein	hypoxia_hypoxic:17%	0.1651	0.572472813475682	282.42	267	344	321	345	160	1631.75	1467.02
Rv0769	Rv0769	oxidoreductase	butyrate:16%; hypoxia_fatty_acids:11%; ctl_stationary:10%	0.2107	0.90184504394387	297.52	289	266	249	303	390	30.43	26.23
Rv3716c	Rv3716c	hypothetical protein	zinc_limitation:10%	0.1609	0.591560556486405	277.84	278	324	289	350	168	487.27	439.27
Rv2049c	Rv2049c	hypothetical protein	hypoxia_late:11%	0.1714	0.72542397868889	284.38	269	286	246	340	285	217.65	194.72
MT3449.2	MT3449.2	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%	0.404	0.983042553296081	315.56	423	138	114	397	671	23.41	16.99
panD	Rv3601c	aspartate 1-decarboxylase	zinc_limitation:11%	0.1722	0.753124669189029	285.01	273	277	329	316	235	196.09	175.37
vapC7	Rv0661c	ribonuclease VapC7	hypoxia_late:44%	0.2168	0.903784287794697	315.52	274	172	146	472	642	15.32	13.06
argF	Rv1656	ornithine carbamoyltransferase	hypoxia_late:17%; hypoxia_hypoxic:10%	0.185	0.807130985692702	302.72	276	342	291	320	287	57.91	51.21
Rv1217c	Rv1217c	tetronasin ABC transporter integral membrane protein	cholesterol:18%; butyrate:11%; microaerophilic:11%	0.1791	0.774144650660993	297.87	257	295	345	314	282	67.92	60.23
ppiB	Rv2582	peptidyl-prolyl cis-trans isomerase B	tyloxopol:11%	0.217	0.895065222582425	328.84	324	428	363	250	293	89.75	77.67
bioF1	Rv1569	8-amino-7-oxononanoate synthase	hypoxia_late:24%	0.1814	0.856321074502419	279.4	318	247	352	292	201	155.65	138.22
MT0159	MT0159	hypothetical protein	PBS_RIF_DDmtb:20%; hypoxia_late:17%; ctl_stationary:12%	0.3617	0.979803312630226	331.1	435	176	150	376	636	17.53	13.25
Rv3415c	Rv3415c	hypothetical protein	hypoxia_late:39%; ctl_stationary:11%	0.186	0.827891376861554	305.23	256	246	219	357	483	20.54	18
celA2a	Rv1089A	cellulase celA2a	hypoxia_late:26%; PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_hypoxic:10%	0.4866	0.99064005482108	314.29	537	30	21	595	962	5.79	3.44
rpsJ	Rv0700	30S ribosomal protein S10	acidic:12%	0.1809	0.845849710914281	286.59	330	284	332	308	192	2964.07	2635.27
PE29	Rv3022A	PE family protein PE29	hypoxia_late:56%; microaerophilic:16%	0.2892	0.963521551893999	338.32	328	134	121	528	801	7.25	5.66
Rv0383c	Rv0383c	hypothetical protein	hypoxia_fatty_acids:8%	0.1543	0.505920206174558	291.85	308	369	274	396	149	958.36	867.88
ilvB1	Rv3003c	acetolactate synthase large subunit IlvB	hypoxia_rar:10%	0.1571	0.5662979233991	292.01	296	362	303	373	156	347.42	313.93
Rv3194c	Rv3194c	hypothetical protein	hypoxia_late:12%	0.1935	0.864836614129845	317.79	297	352	362	302	280	77	67.75
Rv0328	Rv0328	transcriptional regulator	hypoxia_fatty_acids:53%	0.1661	0.738767223885951	302.08	275	322	277	369	273	105.76	94.84
echA16	Rv2831	enoyl-CoA hydratase EchA16	hypoxia_late:20%; PBS_RIF_DDmtb:10%	0.1804	0.817015606461763	312.37	281	338	347	331	269	99.33	88.25
Rv1735c	Rv1735c	membrane protein	nutrient_limitation:62%; ctl_stationary:19%	0.8821	0.913404661020677	462.09	496	1355	323	64	503	21.43	11.08
Rv1986	Rv1986	amino acid transporter	low_iron:31%; hypoxia_fatty_acids:10%	0.2001	0.883057674826963	326.77	252	296	374	346	375	45.03	39.41
rpmB2	Rv2058c	50S ribosomal protein L28	human_sputum:68%; zinc_limitation:22%	0.3564	0.98230759131051	336.35	411	263	209	309	537	15.72	11.97
panC	Rv3602c	pantothenate synthetase	hypoxia_late:10%	0.2005	0.930275039058591	298.98	387	260	358	266	238	150.2	131.62
Rv1687c	Rv1687c	ABC transporter ATP-binding protein	hypoxia_late:18%; PBS_RIF_DDmtb:13%	0.2071	0.897814267506957	335.64	285	333	283	318	476	19.12	16.51
parE1	Rv1959c	toxin ParE1	hypoxia_fatty_acids:24%; ctl_stationary:11%	0.1774	0.816304844572532	313.12	260	273	271	378	397	95.11	84.58
adhB	Rv0761c	alcohol dehydrogenase B	ctl_exponential:11%	0.192	0.831833519386588	338.63	301	462	393	304	253	342.63	302.22
MT3846	MT3846	hypothetical protein	nutrient_limitation:59%; PBS_RIF_DDmtb:24%	0.2106	0.917308016883637	336.13	283	197	183	453	676	63.57	55.23
argH	Rv1659	argininosuccinate lyase	hypoxia_late:22%	0.173	0.791378191824928	324.34	295	393	343	322	275	82.99	73.99
serA1	Rv2996c	D-3-phosphoglycerate dehydrogenase	zinc_limitation:11%	0.158	0.648551011816163	312.87	292	402	324	394	181	282.76	255.25
Rv2113	Rv2113	integral membrane protein	PBS_RIF_DDmtb:20%; hypoxia_late:12%	0.1611	0.743193125114528	307.08	286	317	307	372	259	65.63	59.03
embC	Rv3793	arabinosyltransferase C	hypoxia_late:13%	0.154	0.605685809095311	308.88	313	404	298	399	165	133.42	120.75
mazF2	Rv0659c	toxin MazF2	human_sputum:11%	0.1873	0.87837370071377	327.7	369	424	357	305	206	1260.44	1115.85
aspT	Rvnt12	tRNA-Asp	hypoxia_late:14%; zinc_limitation:13%; butyrate:12%; human_sputum:10%	0.2753	0.974490429287888	340.87	380	240	281	317	518	57.79	48.19
Rv2991	Rv2991	hypothetical protein	nutrient_limitation:10%	0.1755	0.834165116449436	320.87	293	329	302	348	334	76.1	67.82
Rv0281	Rv0281	S-adenosylmethionine-dependent methyltransferase	microaerophilic:24%; zinc_limitation:11%	0.1626	0.679540067963782	325.84	290	431	359	370	204	330.29	297.33
acpS	Rv2523c	holo-ACP synthase	hypoxia_rar:9%	0.1655	0.796662256176712	312.44	294	310	360	355	250	304.48	273.45
narK2	Rv1737c	nitrate/nitrite transporter	cholesterol:34%; hypoxia_hypoxic:11%	0.6199	0.877028525239996	501.92	378	1200	515	89	666	210.42	137.6
dprE1	Rv3790	decaprenylphosphoryl-beta-D-ribose oxidase	hypoxia_late:10%	0.1636	0.729873873204085	331.85	284	405	371	347	263	60.96	54.77
MT2370.2	MT2370.2	hypothetical protein	hypoxia_late:31%; ctl_stationary:15%; PBS_RIF_DDmtb:10%	0.3046	0.982533729876279	349.66	432	97	104	619	772	10.14	7.9
fadD36	Rv1193	fatty-acid--CoA ligase FadD36	low_iron:11%	0.1526	0.675940546643492	323.62	321	411	317	401	194	162.92	147.59
MT0116.1	MT0116.1	hypothetical protein	acidic_tyloxopol:23%; butyrate_plus_glucose:14%; butyrate:12%; low_iron:12%; tyloxopol:11%	0.1983	0.937187159228732	337.92	307	274	361	353	402	285.02	249.64
Rv2302	Rv2302	hypothetical protein	acidic:9%	0.1619	0.759950170529961	333.56	291	388	339	360	295	354.64	319.29
vapB22	Rv2830c	antitoxin VapB22	microaerophilic:20%; acidic:11%; ctl_stationary:10%	0.1819	0.904303912281716	334.85	359	359	318	335	305	319.53	283.53
mazE9	Rv2801A	antitoxin MazE9	human_sputum:17%; hypoxia_late:11%; ctl_stationary:10%	0.1847	0.896785292176536	339.26	298	282	273	351	519	70.28	62.22
pra	Rv1078	hypothetical protein	tyloxopol:10%; ctl_exponential:10%	0.187	0.893322074740862	348.84	362	451	384	315	249	639.06	565.77
hadC	Rv0637	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	INDIGO_exponential:11%	0.1644	0.774586839536817	338.8	314	420	376	384	220	748.22	672.88
Rv3202c	Rv3202c	ATP-dependent DNA helicase	hypoxia_late:23%; zinc_limitation:22%; microaerophilic:10%	0.1685	0.872580278927844	327.6	351	340	375	379	210	80.18	71.78
rplD	Rv0702	50S ribosomal protein L4	butyrate_plus_glucose:10%	0.1524	0.711135141655055	332.58	306	363	382	436	202	2598.01	2356.01
